"","sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"104","138A",,,20125696,,36651008,,,,,,160792576,,77516800,3387648,,,19225600,,,,,32708608,,,,,25437184,,16296960,,3339008,8385280,,,5118208,,10744832,,,4355840,,,20152320,,,,100511744,,,,474432,,,463872,,,1236352,,,,18924544,38854656,,16457728,18308096,,,3380992,,,3657728,,,32116736,,,14738432,,,,940608,,709120,,,1467200,3328512,1855936,,,1619008,,,,7759872,,13114368,4508928,26341376,1931328,,17121280,1334784,,,,,,,,,,,3629568,455120,,,132976640,,2274304,1027712,,1168576,929280,,,,,,,1513344,592773120,,,,,,,,,,,,,,,,1370496,,,,,,,,,606656,,,,,,1057664,,,,235028480,,10645504,,26193920,,2425088,,1581376,,22556672
"105","140A",6412288,,15428608,,36892672,1575808,,,,,38768640,35115008,20613120,6866944,,,33069056,,,,,11047936,,2082752,,3221248,,,44834816,,,28042240,,,9955328,1497088,4237312,,,7742208,,,5359104,18355200,1278144,,465928192,,,,564160,,,1291200,,,,,1002688,,78163968,528064,,45273088,32189440,,33163264,3558400,,8420352,,,,330153984,,,8220416,,,,1218368,,1532160,1404352,1772032,4311552,,7606784,,1345728,2397440,1706880,1258176,1265728,,,17323008,10592256,14486528,3273216,1849152,3146752,697856,400261120,,4460288,,,,,,,,16904192,,,,51843072,,5481472,4668416,,1890432,,18267136,,,,,,1674496,906231808,,,,,16386048,2549760,,,962432,,,,,,,961600,,2168832,,,,,,,2159616,,240688,,,,,918784,,,448462848,,14706688,801152,67518464,,2452992,,,,6520064
"106","144A",9546752,563392,11034624,,12449792,1618368,,,,,23142400,27817984,15624192,,,,14483456,,1241600,,3095296,13876224,,3107840,,,409681920,,60391424,,,,2131200,1925184,,3120384,,,,8095744,,,4376832,40824832,3174400,,453328896,,,,,,,,,,,,4093696,1989888,190808064,5757184,,123371520,22611968,,,2505984,,8638464,42500096,,,447758336,,,,,,,,,,31422464,,,,3632128,,4610048,,3878912,33410048,,475676672,,15175680,3988736,10916864,3566336,4371712,158121984,39387136,,,,,,,35905536,,,,12194816,,3056640,1455808,45547520,,1750144,1112704,,1765440,2567936,46354432,,,,,,896640,1480720384,,2015104,,,,2599936,,386928,,2664960,,,,,,,,,,315760,,,,,705088,,,,,1103744,,,,,668336128,,13907968,986688,7619840,,2946560,3086336,,,3080960
"107","146A",6109952,,6542336,,6614272,,,,1049920,,58593280,11704320,30843904,2050560,,,,,,,,22980608,,,,,15677440,,29076480,,1219776,1051520,,,,,3568128,,,1318144,,,3321344,20495360,,,229588992,,,,,976000,,,6400256,,,,,,88907776,9064448,,66138112,6587136,,,2016640,,,,,,131952640,3334656,,6806272,,,,,,,10048512,3821312,,,2726912,,,880384,,5268224,,,,15427584,1356160,11582464,1117056,,23968768,5619712,,,,,,,,,,,10454016,,,,88174592,,1957504,1010624,,1088000,1136960,,,,,,,,1699151872,,,,,,2290432,,,,,,,,,,,,,1348736,,,,,,1024896,,,598848,,,,,,,1266614272,,9172992,,9746432,,2955008,,,,8205824
"108","148A",5448448,888512,8158720,,35422208,2500096,,,641728,,32056320,26242048,17735680,2293504,,,42295296,,953152,,5235456,8506368,,1458240,,,207372288,,48156672,,2289920,1882048,,,2829824,1948288,,,,13766656,,,6496256,82530304,,,598343680,,,,342240,,,,,,2426624,,,904192,297156608,44240896,,195198976,86609920,,,3545600,5046272,6195456,27458560,,,492552192,,1735808,6642944,1174336,,1435392,4885760,32197632,,46596096,7422208,3107840,3140096,2823936,,2531840,,,3540736,,164691968,,14391296,30279680,8544256,3647744,1547328,76697600,23818240,614006784,,,,,831232,32805888,1516800,,,4575232,,,,58683392,,29245440,1022272,,2848000,,49381376,,,396256,,,15205376,1416626176,399704064,,894272,,,2599680,,,,,,,4935936,,,,,,14442496,,,,,,5177088,,,,,,,1979200,,,379813888,,8193280,,45830144,10895360,,665664,,,5585152
"109","152A",6137600,,13320192,,28650496,3820800,,,1640640,,52244480,7112960,23239680,2316288,,,18184192,,,,,10375168,,,,,15291392,,20501504,,,9372672,5499136,914176,3673856,,1841088,,,8061440,,,7732736,6057984,,,162349056,,,,981632,,2363904,,38617088,,,,,,36122624,48230400,,25842688,35225600,,,3250176,,3938560,20250624,,,151027712,,,7342080,,,,8047104,,,33061888,,3581440,2844928,5149184,,644800,1534912,1681536,4673536,3799296,,,17305600,36896768,22258688,,,1358495744,9113600,,,,,,,7365376,793280,,,23621632,,,677312,92090368,,19110912,18712576,1532160,2004288,1360832,15944704,,,,,,8670208,1404239872,396345344,,,,,2752512,,,1633792,,,,1842496,742208,561216,2084928,,,,,,,,,4573184,,,318848,,1064064,,1614848,,,909312000,629696,13362176,,23085056,,,1013824,,,7904256
"110","156A",29896704,,30223360,,10446848,,1266496,,,,18732032,40148992,19741696,5939968,,,3959552,,,2613760,5528064,11027456,5736960,8056576,,2086272,,,69672960,,,5296896,1841664,,8472576,7859200,,,,,,,6860800,12087296,2799872,,695205888,,,,,,2410240,,11516928,,,,2631680,,32089088,10341376,,10693632,6668032,,,2275840,4747776,,8008704,,,234487808,,,2780928,,,,,,,10895360,2298112,2735104,1416640,5051392,,1257088,2658304,,3822080,,,,10145792,1617536,5303296,1779072,,14185472,7397888,,,,,,,3308032,,,,19813376,1939008,,,22482944,,1217856,4857600,,1292992,,,,,,,,879232,54525952,,,,,,637056,,,,,,,,,,276656,,,,,,,,,,,,,,,,,,,99840000,,49704960,,4196352,,2964736,,5927168,,2864640
"111","160A",,,7331584,,163446784,,,,,,82501632,,38109184,932864,,,33636352,,,,2169856,3482880,,,,,23476224,,14011392,455152,1122048,15136768,,,,,1053568,,,15738880,,,4888576,17029120,,,103559168,,,,,,,,362184704,,,,,,119042048,34742272,,82440192,20369408,,,3689216,5530624,,63213568,,,170819584,,,10834944,,,,15218688,12251136,,154386432,,,3424512,,9128960,,,,75620352,,,,31698944,10271744,27667456,8690688,,262045696,90279936,,,,3565312,,,119373824,5337088,,,,,,,97599488,,6025216,,,5100544,1155008,4562944,,,,,,18748416,2218524672,1101135872,,,,,2177792,1030912,,1813312,,,,,506800,685376,,,1538496,2638336,,403760,,,,3408128,,,,,2934528,432144,2261248,,,178651136,,8860672,,165183488,2368000,,2588160,,,12972032
"112","166A",5929984,476784,16831488,,16706560,,,,,,19166208,25673728,13980672,2395392,,,17447936,,1092160,,,34877440,,,,,94183424,,30339072,,4424448,3420672,,,2970368,1263488,,,,2679296,,,9129984,45473792,898496,,438321152,,,,1267904,,,,33632256,,,,,,181370880,33029120,,125460480,12200960,,,3560960,,3746048,8665088,,,,11102208,,2790912,,,,20875264,7738880,,12584960,5239808,,4079616,1121792,,3561216,,3354112,3253248,,100761600,,17313792,,10693632,4525312,1756608,76685312,6033920,636026880,,,,,,4393728,1428288,,,6100480,,,,44363776,,4580864,863168,,4502528,958400,88137728,,,,,,29139968,1484455936,,2286592,1922176,,,1546176,2635264,,1093824,,,,5151488,,,,,1458560,,,,,,,1966656,,,,,769856,,2899200,,,316653568,477872,12767232,739136,19883008,245088,,810368,,,3187200
"113","3B",67149824,1063616,6884608,33640448,,,3542784,,,,16066560,89669632,38465536,4964096,,,12232704,9434112,,18253824,,,32459776,26510336,,,3681536,,217088000,,4996608,10221568,,,3511040,94908416,,,53239808,5572096,,30668800,8472576,89255936,8980480,,1187643392,,,1689088,1519936,,,,1301120,,,,214695936,23653376,336920576,,71565312,176455680,7713024,7746560,,3441408,,,106414080,,,675086336,,5750528,3482368,,,,7703040,,5580800,14210048,,1875584,4590592,4196096,,170393600,,,3463424,,2342656,,34373632,2667264,4852224,3794432,,7076864,2032896,5836032,2228736,2149120,,1209216,,,,,,43073536,,,,41717760,,1277696,942400,,3439616,,,,,,,1529856,4688896,114245632,,,,,11744256,,,,,,,,1789184,,,1964864,1521472,,2492672,,,,,,,,,,,,,,,,198393856,,52740096,1766848,24856576,2144256,,9829376,4676608,,2404352
"114","11B",,,14706688,,24522752,,,,,,138002432,,74706944,2061888,,,2161408,,,,,12773376,,,,,3337984,,12914688,,,1564096,,,,,2126592,,,,,,4512512,,,,7895040,4064768,,,,,,457408,574029824,,,,,,,38133760,,3237376,5021440,,,1759552,608064,,,,,3444736,1125888,,9254912,,,,1131648,,,2855168,3082752,,,,,,,,6820096,,,,25961472,,23362560,1446848,,39411712,2164736,,,1409088,,,,1644288,,,,36003840,,,,85458944,,,,,634752,,,,,,,,,822214656,,,,,,642816,,,,,,,,314096,,,,,,,,,,,,,,,,,,,,,469368832,,10004480,574656,28120064,1215616,,,,,18955264
"115","19B",5544960,,5203456,,12804096,,,,,,35102720,,13734912,3978240,,,1905152,,,,,7575552,,,,,110956544,,15572992,,3528448,4975104,,,3050496,1115200,1551360,,,1448832,,,7616256,9468928,,,87629824,,,,,,,,,,,,667456,327680,45895680,60399616,,40071168,2752256,,,4169984,,,13005824,,,46854144,45678592,,6054656,,,,11415552,,,17211392,4514048,,6094592,,1459008,3318528,,,,,33918976,,7318784,659840,6762496,12038144,,566165504,19137536,,,,1864512,,,27815936,,,,5461504,,,,49602560,,783552,819968,,4751360,389904,,,,,,,11268096,1471414272,523829248,,,,,,,,,,,,,,,255584,,193136,,,,,,,,,,429312,,,,1260480,,,439336960,,9628672,,18547712,,2951680,,,,4721920
"116","22B",10958848,870784,10164224,,29155328,,,,,,19149824,5585920,14668800,4482304,,,8198656,,,,11628544,9901056,3703040,1566464,,,104628224,,25995264,,4816128,4633344,,776640,7813888,1453568,,,,5070336,,5274368,9858048,24118272,664576,,302743552,,,,740480,1276096,,,37732352,,,,1409344,,101728256,52707328,,72024064,7330816,,,4346368,,,9290752,,,161792000,7687168,,,717952,,,3686144,,,63262720,8848384,2004928,2969856,1939584,958976,2806784,,,6124288,,57233408,,26937344,,23732224,2136064,,69578752,74215424,,,,1428096,,,113741824,,,,80969728,671680,,,25320448,,3233536,1531520,,1607424,755264,,,,,,,2603264,1459683328,515473408,,,,,,,,1013312,,,,,,,173488,,485072,,,,,,,1210304,,2461696,,,,,1136064,,,549191680,,9325568,2368512,40763392,567296,2372608,1223552,,,3508736
"117","23B",,,4951552,,14866432,,,,,,79114240,,42459136,1444992,,,8300288,,,,2817280,10160128,,,,,4516352,,,,,71704576,4755200,,3717120,,2208512,858560,,3979008,,,2302464,,,,10146816,1861248,,,1000128,,,,,,,,,,2237440,63057920,,,3057664,,,1827328,1162496,,231784448,,,2648832,,,6042112,,,,2852608,,,40939520,,,1986944,1265472,,,1034816,,29637632,,,,14669824,,24174592,2786560,,120475648,44871680,,,9584640,,,,11777024,,,,20815872,,,,53239808,,1119872,990080,,786688,551872,,,,,,,674944,1017446400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536000,,,,,295911424,,,,24033280,,2336512,,,,11029504
"118","27B",5692416,,21052416,,16486400,3409408,,,,,139264000,,77697024,1042048,,,6474240,,,,,82653184,,,,,26406912,,13888512,,,111857664,,,4360448,,,763520,,1688320,,,7125760,3770368,,,59293696,,,,,2499840,1126208,,34283520,,,,,,10476544,70189056,,9932800,7271424,,,2550016,2059584,,30332928,,,14026752,4559616,,5599232,,,,5090816,5821952,,20716544,,,2199040,877504,750272,,,,3817984,,,,5535744,,15394816,1924416,,29680640,8201216,,,1103488,,,,4822784,,,,6355200,,,,67395584,,1295552,,,1611200,1071616,,,,,,,2025344,466780160,,,,,,,,,,,,,,,,,,,,,,,,,532352,,,,,,,,,,179781632,,14911488,840256,10949632,3671552,,,,,23022592
"119","29B",,,10725376,,18037760,,,,,,93224960,,45494272,2733568,,,2979584,,,,,26622976,,,,,95809536,,13768704,,,5223424,,,2992640,,3607296,,,1727104,,,8882176,5974784,,,46948352,7615744,,,830592,,,196592,5268992,,,,,,22599680,50491392,,19040256,4466944,,,1661952,,,,,,16054272,1294208,,5506304,,,,2901760,,,2599424,2726912,,,,508592,,,,2116864,,12816384,,9671680,,26030080,952000,,5435392,1609920,,,,898432,,,,,,,5721600,,,,70283264,,633024,,,816448,966016,,,,,,,2365696,1403715584,,,,,,1507968,,,,,,,,,,,,,,,,,,,,,,823424,,,,589248,,,203997184,,9072640,,17584128,5111040,,,,,12728320
"120","31B",24790016,,28611584,10572800,,1312064,,,,,60911616,7352320,26758144,3117056,13071360,,5740800,,,4904960,,15251456,,2514432,,,,,22547456,,,3859712,,,3132672,,85139456,,,,2534912,4260608,3550464,6061568,,,482852864,,,,,,1934912,,175210496,,,,1611264,,29342720,42766336,,19145728,5209088,,,1585280,,,,,,95830016,20198400,,7110912,,,,926848,,,,,2187520,,2110208,,2768896,,,,,,7478784,6193152,,20785152,2507520,,2823168,606400,,,,,,,591680,,,,18971648,1286784,,,64585728,,2163968,353072,,711872,432336,,,,,,855360,,222461952,,,,,3206144,,,,,,,,,,,,,,,,,,,,1295552,,,935744,,,,,,,105365504,,50536448,,7682048,242528,2471168,,1050880,,7940096
"121","33B",10555392,,6212864,,11739136,,679360,,,,36737024,23219200,16782336,4889600,,,36483072,,,,2957056,,,5333504,,,1567424,,37568512,,1530304,6714368,,,4692992,,5725952,,,9808896,,3404288,5883392,18994176,3788800,,436895744,,,,721280,,2263552,,40132608,,,,2416896,,77012992,45600768,,55963648,55783424,,,3181056,,11634688,2754560,,,,8591360,,5684992,,,,2851584,,715136,,,2577152,1014592,4161792,,2358528,,,,1226432,,,28297216,14416896,12219392,3617792,3010048,2234112,,408715264,,,,,,,,,,22045696,,,,89485312,,4333568,889280,,2251776,,29130752,,,,,,1433664,1264975872,,,773952,,,1368896,,,,,,,,,,4000256,,,,,,738816,,,1041792,,,,,,,,,,265371648,,8650752,,12368896,919232,2326272,,3504640,,5445888
"122","35B",5960448,,10456064,,41213952,1405824,,,1135744,,71315456,4383488,34209792,2685952,,,12535808,,,,9213952,18722816,,,,,70578176,,15977472,,,2267136,,,5851136,,2747392,,,6863104,,,11709440,6340352,,,85905408,,,,1018944,,,,15182848,,,,,,28318720,56295424,,21325824,11695104,,,2531072,1578112,,,1681856,,44474368,3633920,,6993408,,,,1243328,,1723456,1802304,,1555200,1102720,,718080,,1088448,,,1060736,27284480,,60903424,,26518528,1468032,,323321856,2016576,,,,,,,1285824,,,,53813248,635200,,,69722112,,5258752,784064,,1154112,743424,,,,,603648,,564992,879296512,232718336,,,,,763264,,,,,,,,,,,,,18159616,,,,,,2595072,,,,,,,,,,611713024,,10117120,,71766016,2805504,,,,,9432064
"123","39B",,,11636736,,36409344,,,,,,112226304,,54206464,1995648,,,22561792,,229536,,,42549248,,1134144,,,25016320,,20684800,,,2414336,,620288,2637312,,,624896,,8906752,,,12456960,8636416,673280,,159678464,,,,,,2320640,,11932672,,,,314288,,39477248,80248832,,25972736,28454912,,,2947072,2709760,1686400,24815616,,,103563264,,,8110848,,,,2395136,,,32106496,,,1381760,,2324992,,1582720,,30816256,,,,15412224,9242624,20762624,1985984,,92000256,20514816,,,,,,,2859264,,,,15929344,,,,105906176,,2370048,4842496,,1870656,1407296,,,,,,,1800128,620691456,,,,,,835968,,,,,,,,,493824,,,,3937280,,,,,,938560,,,,,1419712,,,,,734920704,,22192128,1144384,44134400,2194176,2471680,1932160,3008768,,14879744
"124","41B",23245824,430576,4651264,,14998528,2775552,,,647360,,12956672,43728896,20248576,3414016,,,13943808,,,3151360,4532224,,5887232,17036288,,,3009792,,52760576,,,1541696,,,3631616,48103424,,,5558272,5842432,,10830848,5351168,39206912,6094592,,872611840,,,,1300480,,,,20227072,,,,80494592,12674048,152797184,98217984,,98729984,10789888,5902592,,2625280,,3924992,,,,607584256,5387776,3145216,1886720,,,,2569472,,,,504224,2465280,,1571776,,104341504,,,1067648,6043136,2749952,,18587648,,10529792,2214400,,16537600,969536,,,,,1246784,,,,538112,3437824,10622976,,3856128,,31698944,,3109376,1278912,,2749184,1172864,,,,,,2204672,980416,2424307712,598933504,,1563840,,23176192,,,,,,,,,617024,1076288,5609216,1277952,572736,6497024,,,602752,,,1837120,,,,,,,,,,918028288,,24317952,,21156864,2177024,,,2252032,,1771712
"125","49B",,,5620224,,119160832,,,,,,61259776,10220544,31092736,5536256,,,55558144,,,,,,,,,,44630016,,16985088,,,142868480,,,7135488,,,,,47644672,,,10256384,37949440,,,175390720,,,,659648,,,,15260672,,,,,538752,176029696,5490944,,113500160,52690944,,,2902272,6892544,,,,,241238016,,,,2048896,,4508416,2416896,3634176,,47509504,37457920,4359168,1958784,1775552,,,2075904,,85958656,,13573120,,46698496,33090560,33894400,3554048,,341508096,45228032,,,,2201344,,,18122752,,,,3051520,,,,67510272,,4463616,1198336,,3879168,,4555520,,,,,,5053696,569901056,1376518144,,,,,4986880,,,,339520,,,,,,,,,,,,,,,1296896,,,,,4987392,975360,1849664,,,158515200,,8679424,,203718656,1630976,,,,,11126784
"126","55B",,,7010304,,29245440,,,,,,157089792,,67825664,4216064,,,1822784,,,,,8697856,,,,,3264256,,13623296,,4527360,,,,10110976,,,,,1268224,,,6027520,,,,5661952,,,,,,,,,,,,,,5782272,8018944,,2743552,3778048,,,1840320,,,37056512,,,,,,9714688,,,1184448,,,,23830528,,1905408,1337152,,826432,,,,2852864,,,,26326016,1571264,23341056,1607744,,65265664,5688064,,,,380576,,,2816768,,,,,,,,83632128,,,,,1212736,723712,,,,,,,,1009451008,92078080,,,,,,,,,,,,,,,,,,,,,,,,,,,222768,,1009536,,,,,61018112,,8502272,,34222080,2122496,,1524224,,,23273472
"127","61B",,,7201536,,43913216,,,,,,49975296,2390272,23516160,1856960,,,13225984,,,,,6205440,,,,,39297024,,12173312,,,81768448,,,4326144,,3039232,,,8017152,,,5025024,6077440,,,63778816,2397952,,,1985024,,,,9425920,,,,,,23585792,40771584,,19847168,8899584,,,2108416,4364544,,,,,30416896,13079552,,4158720,1617600,,2227968,1674944,4481280,,32186368,,,1551680,1546944,,,1003840,,49115136,,,,22489088,,22256640,1411840,,272875520,148307968,,,861824,2311936,,,118632448,,,,9884672,,,,44425216,,3845888,962944,,1445056,,,,,,,,2059008,1428357120,,,,,,1057728,,,1049856,,,,,,,,,,,,,,,,2080768,,516016,,,527552,,1025408,,,377847808,,8265728,,60456960,,1978112,1441408,,,7389440
"128","63B",6606080,,5819136,,18084864,6120960,,,,,166625280,,93900800,5009408,,,18057216,,,,6045440,6189824,,,,2486784,,,13920256,,991680,3001600,2267392,,5096448,,6686976,,,4065536,,,6747392,,558144,,88043520,,,,,,963136,,,,,,,,,4378880,,,9812992,,,2000768,1436672,821824,,,,23283712,,,8258304,,,,,,18069504,25028608,3114752,,,2692864,,,2126592,,3312896,,,,6971392,2594304,9888768,1379072,,31666176,4294144,,,,,,,2501632,,,,7067136,403648,,,75304960,,2067072,512464,,1110784,,,,,,,,,44843008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4415232,884736,,,,44040192,,8449024,,14978048,,2285312,,2797312,,25321472
"129","65B",4983296,,9178112,,3851520,,,,,,28759040,4459264,16503808,575616,,,,,,,,11597824,,1341504,,,1385984,,13521920,,,582272,,,,,3847424,,,,,,3590400,2210560,701952,,67317760,,,,,,1218432,276496,5061632,,,,,,6642944,35020800,,4483328,3517696,,34422784,1990912,,,,,,36491264,4222720,,5253376,,,,,,2110464,13407232,,2736128,,7862528,,,920832,,2497280,,,,8423424,1185024,8710144,1283200,,853475328,6801664,,,1541824,,,,1605056,,,,233209856,1640384,,,59801600,,1190784,2655232,,1636608,914880,,,,,,,,802226176,,,,,,1086272,,,,,,,,,959936,766272,,,,,,1108606976,,,,,,918016,,,,,,,357810176,,17916928,,2673152,2144512,2206208,,2157824,,4671232
"130","71B",127262720,,9625600,14074880,,,6914560,,,,36839424,8219392,11514880,2113280,,,7792640,,,7653120,3046144,,19196928,14039040,,,1319168,,30018560,,1248640,4000512,,709760,2083264,15763456,,,26783744,4692736,,11566080,3596544,,8164352,,121614336,,,,,,2912768,,139001856,,,,11907072,,5034752,110604288,,,6630144,2977792,6053632,1943616,,,,,,32291840,,,,,,,1814784,,,,742080,2765824,,9624576,,2669568,,,,,2602496,,10557440,2757376,27445248,2614272,,1308288,,,,,,879680,,,,,,56741888,,,,31652864,,3503104,8545280,,1515776,962496,,,,,2392576,,2363392,669712384,176668672,,,,,,,,1232896,,,,,,,,,,,,,803200,,,1328704,,,1055552,,,,672640,,,680525824,,36388864,,9068544,,2982912,,9454592,,4409600
"131","79B",,,3094272,,18298880,,,,,,37277696,,15796224,,,,4201728,,,,,4148736,,,,,117620736,,9012224,,,11015168,2219520,277488,453984,,,,,2994688,,,1206016,1387968,,,8768512,1864000,,,,,,,,,939072,,,,5199616,15579136,,5019904,,,,,2272512,,14538752,,,3880704,,,2749952,,,,556224,,,11371520,,,1450304,,,,,,8187392,,39809024,,4039168,1193472,5138432,,,24569856,16226304,,,,736384,,,4832768,,,,9286656,476448,,,38699008,,1487616,,,858624,493872,,,,,,,626944,,615907328,,,,,1174400,,,,,,,,,,,,,,,,,,,918656,,,,,,,,,,368852992,,,,32202752,49721344,11467776,,,,4472064
"132","81B",5344000,352672,9385984,,41345024,,,,,,30427136,6498816,17395712,2734336,,,23175168,,384624,,,13489152,,,,,385597440,,15105024,,3102464,2626560,,,3083264,,,,,7065856,,,5825536,14728192,,,132157440,,,,477840,,,,,,,,,,79048704,33955840,,54358016,11475968,,,2233088,,,14327808,,,122458112,,,,,,,1184768,3205120,,11611136,3157760,1679808,1721088,,1511936,,747968,,,,282214400,,9232384,,9141248,2812928,,56332288,10338304,,,,,,,7459328,706048,,,4747264,,,,33087488,,2167040,560512,,2706176,,1355776,,,,,,1067712,919994368,,,,,,513504,,,,,,,,,,,,,1217664,,,,,,982848,,,,,810560,,,,,171917312,,25503744,1224384,77873152,1233792,3264768,,,,5390080
