"sample_id","(-)-alpha-Pinene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1-Butanol","1-Hexanol","1-Propanol","1-Propanol, 2-methyl-","1-Propanone, 1-cyclopropyl-","1,3-Cyclohexadiene, 5-(1,5-dimethyl-4-hexenyl)-2-methyl-, [S-(R*,S*)]-","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","1H-Pyrrole-2,5-dione, 3-ethyl-4-methyl-","2-Decanone","2-Furancarboxaldehyde","2-Heptanone","2-Heptanone, 5-methyl-","2-Heptenal, (Z)-","2-Methylbutanoic Acid","2-Methylpropyl butanoate","2-Nonanone","2-Octanone","2-Octene, 2-methyl-6-methylene-","2-Pentylfuran","2-piperidinone","2-Undecanone","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","24.11_3-methylsulfanylpropanal","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.44_butyl butanoate","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"50A",NA,NA,NA,NA,5753344,551872,NA,NA,NA,10280960,NA,53506048,NA,NA,NA,NA,40599552,33328128,17190912,7835648,NA,16839680,NA,NA,NA,NA,12235776,NA,2598144,NA,NA,2111488,NA,30636032,NA,NA,2305792,3467520,NA,14377984,3738368,4492544,NA,NA,4253184,NA,NA,8275456,15713280,724544,NA,NA,NA,11145216,2067584,NA,32512000,NA,1693824,NA,NA,NA,NA,664128,NA,588578816,NA,NA,NA,NA,NA,49180672,NA,NA,NA,NA,52281344,13702144,NA,NA,NA,2833408,5974784,NA,NA,NA,184238080,NA,3859712,NA,1352896,NA,NA,NA,8699904,NA,NA,1487232,NA,18505728,NA,NA,NA,26567680,5585920,1333952,NA,51494912,20086784,NA,NA,892608,NA,NA,NA,7380736,NA,NA,NA,4030720,1192256,NA,NA,39055360,NA,579584,NA,1531520,565056,NA,NA,NA,NA,NA,NA,NA,47616000,NA,NA,NA,NA,NA,988352,NA,NA,NA,NA,NA,NA,NA,NA,1232256,NA,NA,NA,NA,NA,NA,NA,NA,NA,645056,852608,NA,NA,NA,50094080,NA,8829952,NA,96665600,317216,3875840,NA,NA,NA,4778752
"52A",NA,NA,NA,NA,6020608,NA,NA,NA,NA,5240576,NA,28319744,4826368,1923392,NA,NA,24670208,147177472,43868160,3502080,NA,25964544,NA,NA,NA,1492224,3262208,NA,6318080,NA,NA,1498432,NA,180240384,NA,NA,NA,NA,NA,1425920,NA,NA,NA,NA,22972416,NA,NA,2109440,127635456,7099392,NA,1417088,329664,42229760,10932224,NA,193085440,NA,2312448,11374592,NA,NA,NA,1285376,NA,898957312,NA,NA,1122176,NA,NA,NA,NA,NA,1459072,NA,423641088,137379840,NA,NA,NA,1945920,NA,9701376,NA,NA,1255276544,9398272,3354624,NA,NA,5158656,NA,9963520,13130752,NA,3776512,1864960,NA,8195072,NA,NA,NA,5366528,14571520,NA,5161472,51572736,21217280,743047168,NA,NA,NA,NA,NA,35500032,NA,NA,NA,226492416,NA,NA,NA,69738496,NA,637440,NA,2884864,3287552,120086528,NA,NA,NA,NA,NA,6457344,2120286208,739377152,NA,NA,NA,NA,3862528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710656,NA,NA,NA,NA,NA,634688,NA,NA,8025088,1056000,1258624,NA,750977024,NA,9631744,NA,26700800,5046272,3156224,NA,4080128,NA,3575808
"54A",NA,NA,NA,NA,58937344,NA,NA,NA,NA,14274560,4777216,4088064,3208192,NA,NA,NA,14243840,34861056,17096704,2578432,NA,NA,NA,NA,NA,5383424,5275392,7016448,4280320,NA,3674368,NA,NA,88182784,NA,2022272,NA,3476480,NA,3257856,4717824,NA,NA,2732800,NA,NA,4367616,6634496,5869568,NA,NA,NA,484896,4191744,22500352,2360320,15690752,NA,4596224,NA,NA,975808,NA,1688320,NA,744947712,NA,NA,295136,NA,3498240,NA,NA,1895104,4884992,NA,21940224,61280256,NA,NA,29894656,NA,NA,NA,NA,NA,243400704,NA,2374656,NA,NA,NA,NA,NA,NA,NA,4243968,3191296,NA,NA,995840,NA,NA,6166528,4587264,1913984,NA,2719744,742080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827326464,NA,NA,NA,33935360,NA,1843520,NA,1841664,657024,NA,NA,NA,NA,NA,NA,867456,18800640,NA,NA,NA,NA,14365696,NA,NA,NA,NA,NA,NA,NA,NA,636096,2224896,NA,NA,NA,NA,NA,811520,NA,NA,NA,NA,NA,NA,506256,NA,214548480,NA,32202752,NA,2091520,NA,3504896,NA,NA,NA,2450688
"56A",5197824,NA,NA,NA,6031616,NA,NA,NA,NA,24504320,NA,8100864,1486656,NA,NA,NA,64479232,15164416,34840576,7226624,NA,8136192,NA,NA,NA,NA,12521472,NA,3192576,NA,3164160,NA,NA,27110400,NA,1267328,NA,2448128,NA,11330560,26742784,32489472,NA,NA,NA,NA,NA,9093120,4970496,692352,NA,NA,NA,12306432,5635072,2069696,5965568,NA,1403072,1591040,NA,NA,NA,NA,NA,468303872,NA,NA,NA,NA,1844352,45236224,NA,NA,881280,NA,13214720,20664320,NA,NA,NA,2881024,NA,1135744,NA,NA,81764352,NA,6367744,NA,NA,NA,NA,NA,NA,2650624,2121984,1294784,NA,NA,NA,NA,NA,19793920,15288320,2571264,NA,108843008,5675264,NA,NA,NA,NA,NA,NA,6110208,NA,NA,NA,9531392,NA,NA,NA,45010944,NA,526784,NA,1240320,694400,NA,NA,NA,NA,NA,NA,NA,5726464,NA,NA,NA,NA,NA,662912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40857600,NA,11141120,746176,10686464,NA,1845632,NA,2213120,NA,9631744
"58A",15029248,NA,NA,NA,NA,NA,7788288,NA,NA,4472320,NA,14171136,1087872,NA,NA,NA,78622720,NA,34721792,1347136,NA,9393152,6462464,NA,NA,NA,4537856,NA,NA,NA,NA,84914176,NA,14055424,NA,4040192,36216832,NA,491104,1491520,NA,NA,NA,NA,2659840,NA,NA,4684032,6178048,511248,NA,476784,NA,12918784,1473792,NA,27507712,NA,4589312,3229696,NA,6925824,NA,1473728,NA,122802176,NA,NA,1612096,NA,NA,NA,374896,NA,NA,NA,37396480,8519680,NA,NA,NA,2513408,NA,NA,NA,NA,56287232,1713792,8998912,NA,NA,889280,1610304,3211520,5280512,35446784,NA,445968,NA,1807808,NA,39391232,NA,17393664,10431488,3261952,NA,8048640,118349824,NA,NA,1684032,NA,NA,NA,127762432,394816,NA,NA,NA,705344,NA,NA,99729408,NA,827392,NA,2868480,498240,1692736,NA,NA,NA,NA,NA,1004224,1475018752,439484416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212058112,NA,7821824,NA,29813760,3839488,3398912,NA,NA,NA,10153984
"62A",49442816,1709760,NA,NA,6156032,1463296,NA,NA,2340608,7101440,NA,31766528,1134336,NA,NA,NA,17249280,26418176,13315072,4791552,NA,21389312,NA,NA,NA,7183360,NA,NA,4318208,NA,NA,85815296,NA,68980736,NA,2270208,7149824,NA,1299200,6693376,3176960,NA,NA,2310656,8358656,NA,5612288,9023488,119140352,3134976,NA,NA,548800,45088768,NA,NA,238829568,NA,2342912,NA,NA,2830848,NA,NA,NA,782499840,NA,2326272,NA,NA,NA,4872704,NA,NA,8325632,NA,358334464,18453504,NA,NA,NA,4425472,NA,10508288,NA,NA,563347456,28616704,3772416,NA,NA,3862272,NA,2002688,13119488,12141568,NA,44494848,3724032,22843392,NA,33332224,NA,20840448,10871808,6081024,4824064,188497920,21911552,854196224,NA,NA,1850944,5204736,NA,NA,1311232,NA,NA,25361408,NA,NA,NA,25191424,NA,NA,NA,4865024,NA,87158784,NA,NA,2012544,NA,NA,8385536,2269904896,1062731776,20154368,NA,NA,NA,2461952,3623424,NA,NA,NA,4731904,NA,NA,NA,NA,NA,NA,NA,3249408,NA,NA,NA,NA,NA,NA,2723840,NA,938048,NA,982646784,NA,16088064,1556864,67866624,1842240,3808000,1989440,NA,NA,3962624
"64A",288342016,5412608,NA,NA,NA,NA,NA,1667456,NA,6862080,NA,16412672,NA,NA,NA,NA,83464192,11892736,45211648,2419456,NA,9159680,NA,NA,NA,NA,27473920,NA,NA,NA,NA,46514176,NA,21862400,NA,1685888,NA,NA,NA,5799680,NA,1914624,NA,NA,2889984,NA,NA,5320960,12473344,NA,NA,NA,356336,10297344,NA,NA,37236736,NA,19188736,9030656,2582784,6570496,NA,11288576,NA,145604608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51388416,2581760,NA,NA,NA,3793664,25952256,NA,NA,NA,94212096,NA,9966592,NA,5115904,NA,NA,429473792,99356672,NA,NA,NA,NA,530481152,NA,NA,NA,46817280,29753344,NA,NA,1117650944,286408704,NA,NA,36421632,NA,NA,NA,26825728,1636352,NA,NA,NA,NA,NA,NA,105906176,1492672,8199936,NA,5586688,1482432,1431040,NA,NA,NA,NA,NA,3263488,1486159872,603848704,NA,NA,NA,NA,1707200,NA,NA,1873216,NA,NA,NA,1100544,2981376,NA,NA,NA,4608512,NA,NA,NA,NA,NA,NA,NA,15680512,2773504,1395456,NA,322912256,22402048,14832640,885184,24984576,3050752,NA,1281664,NA,NA,17697792
"66A",11446272,4031232,NA,NA,NA,NA,NA,NA,NA,7259392,NA,44404736,NA,NA,NA,NA,97017856,128212992,54243328,3736832,NA,36872192,NA,NA,NA,NA,10698752,NA,NA,NA,NA,32875520,NA,92270592,NA,NA,3301632,NA,1361344,NA,NA,NA,836224,NA,13821952,NA,NA,4191488,109789184,NA,NA,NA,NA,39350272,NA,NA,178159616,NA,3044864,11448320,NA,2605824,NA,1050368,NA,437108736,NA,NA,NA,NA,NA,NA,NA,1201472,NA,NA,211255296,16514048,NA,NA,NA,3626496,4175360,NA,NA,NA,349044736,NA,12493824,NA,NA,NA,NA,891840,13479936,3809024,3571200,NA,NA,NA,NA,11951104,NA,15094784,11488256,4417024,NA,641269760,3942912,NA,NA,NA,1288832,NA,NA,1958656,941952,NA,NA,2593792,NA,NA,NA,121470976,NA,634624,NA,2005504,NA,35737600,NA,NA,NA,NA,NA,1518656,2442657792,1091305472,NA,NA,NA,NA,3188224,2236672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24704000,NA,NA,NA,NA,NA,NA,NA,NA,759680,1100160,NA,862650368,NA,11774976,829248,55562240,681984,2556416,2457856,NA,NA,14792704
"72A",2145024,NA,NA,NA,141246464,NA,NA,NA,NA,7392512,28584960,NA,2281216,NA,NA,NA,24578048,78303232,32690176,3697408,NA,30729216,NA,NA,13671424,NA,NA,23561216,3662336,NA,3432704,NA,NA,218251264,NA,NA,NA,6856448,NA,3573248,28371968,NA,NA,29526016,13083648,NA,12733440,7192832,24998912,1640512,NA,NA,435840,13077504,12636160,NA,29872128,NA,2985984,NA,NA,NA,NA,782208,NA,910950400,NA,NA,NA,NA,4158464,NA,687616,3749376,38703104,10741760,82345984,23154688,NA,5037056,NA,1657408,NA,NA,NA,NA,727252992,2525952,5363456,NA,NA,1459904,NA,NA,2267136,2547456,3783936,13032448,NA,1236928,NA,NA,6064640,10979328,10763264,1869824,NA,18868224,1047488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20744192,2242816,NA,NA,75878400,NA,2202624,NA,1543744,422208,NA,NA,NA,NA,NA,2939904,837120,615448576,NA,NA,NA,NA,52240384,NA,NA,NA,NA,NA,NA,NA,NA,NA,4397312,1562752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291471360,NA,80953344,NA,8796160,NA,NA,NA,NA,NA,2824960
"80A",59121664,NA,NA,NA,5740544,1146176,NA,NA,NA,6290688,NA,33812480,1157440,NA,NA,NA,72957952,14000128,33718272,2549760,NA,49889280,NA,2083776,NA,5447168,16579584,NA,1430272,NA,NA,158547968,NA,21960704,NA,NA,13087744,NA,1477952,5782528,NA,3770112,NA,NA,14797824,NA,NA,19103744,14344192,872768,NA,738624,NA,55734272,NA,NA,44937216,NA,6828800,13363200,2446848,2197504,NA,2734848,NA,199032832,3215360,NA,NA,NA,1467456,86061056,NA,NA,NA,NA,62099456,13660160,NA,NA,NA,8506368,NA,2836992,NA,NA,172228608,NA,9350144,NA,5487104,946048,NA,NA,29919232,NA,NA,546880,NA,14071808,NA,103530496,NA,16036864,8560640,5694208,892736,65458176,46481408,245481472,NA,NA,NA,NA,NA,76767232,NA,NA,NA,5162240,794560,NA,NA,88236032,NA,1248704,NA,2513664,545920,23048192,NA,NA,NA,NA,NA,1126528,1058013184,306036736,NA,NA,NA,NA,1219008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187904,NA,390672,NA,NA,NA,126976000,2140672,8727552,NA,45453312,17799168,NA,687424,NA,NA,9948160
"82A",2700032,1678592,NA,NA,16953344,NA,NA,NA,NA,10771456,NA,12234752,NA,1499392,NA,NA,61071360,NA,30792704,1970624,NA,5616640,NA,NA,NA,NA,8758272,3577856,4711424,NA,NA,4344832,NA,13119488,NA,NA,2076160,NA,690432,NA,4712960,NA,NA,NA,3946240,NA,NA,5103360,NA,1723584,NA,484000,NA,7948800,NA,1145920,NA,NA,1561792,NA,NA,NA,NA,NA,NA,23544832,2770432,NA,NA,NA,NA,10834944,NA,NA,734656,676992,2705664,47661056,NA,NA,NA,2268160,NA,NA,3469568,NA,NA,4652288,6352128,NA,NA,753984,NA,850624,NA,1822656,1392704,NA,NA,852480,NA,NA,NA,10203136,10093568,1474112,NA,3944192,1622208,NA,NA,3575808,NA,NA,NA,NA,NA,NA,NA,23620608,5053952,NA,NA,52289536,NA,1622400,NA,1051776,538112,NA,NA,NA,NA,NA,NA,663296,1391132672,NA,NA,NA,NA,NA,632640,NA,NA,NA,NA,NA,NA,NA,NA,2340352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581376,NA,NA,NA,458227712,NA,15734784,NA,26378240,2520320,4396800,NA,5602304,NA,8081664
"84A",NA,1426368,NA,NA,NA,NA,NA,NA,NA,10237952,NA,16494592,NA,NA,NA,NA,45457408,9307136,19915776,1585984,NA,15737856,NA,NA,NA,NA,57585664,NA,NA,NA,NA,69185536,NA,23109632,NA,NA,1382592,NA,NA,1899712,NA,NA,NA,NA,5990144,1908608,NA,12061696,15466496,NA,NA,1065344,NA,29897728,NA,NA,49758208,NA,5136896,11643904,NA,1179712,NA,1377024,NA,208257024,NA,NA,701568,NA,NA,153419776,NA,NA,NA,NA,70225920,80015360,NA,NA,NA,2867200,NA,NA,NA,NA,161054720,NA,5044736,NA,NA,1140992,2525440,8828928,2696448,2869504,1770944,NA,NA,7589376,1069568,21997568,NA,14135296,34443264,2458112,NA,5085440,1650432,147406848,NA,NA,NA,NA,NA,NA,NA,NA,NA,3911168,NA,NA,NA,63467520,NA,1174016,NA,2860544,1364032,9603072,NA,NA,NA,985088,NA,1400640,2408579072,584777728,NA,NA,NA,NA,1036352,NA,NA,NA,NA,NA,NA,423760,NA,331200,NA,NA,6788352,NA,NA,NA,NA,NA,NA,NA,NA,NA,755648,NA,466370560,NA,9316352,NA,25752576,1728384,7017472,1604864,NA,NA,5996544
"86A",30545920,NA,NA,NA,5711872,NA,NA,NA,NA,9166848,NA,16201728,NA,NA,NA,NA,35172352,NA,14210048,1020288,NA,15010816,NA,NA,NA,NA,13376512,NA,NA,NA,NA,36601856,NA,13996032,NA,NA,780928,3318784,NA,NA,NA,1642240,NA,NA,11155456,NA,NA,4015360,3831296,NA,NA,NA,NA,10863616,5424896,NA,13520896,NA,3498496,4623104,NA,928512,NA,3426304,NA,32861184,2291456,NA,NA,NA,NA,2610688,NA,NA,NA,NA,15738880,17144832,NA,NA,NA,3056896,7968512,NA,NA,NA,22628352,22700032,5445120,NA,1709952,NA,NA,NA,87310336,NA,NA,NA,NA,6512896,NA,9369600,NA,9711616,9978880,1130624,NA,35368960,717094912,NA,NA,6528000,NA,NA,NA,1048707072,NA,NA,NA,31067136,337520,NA,NA,51408896,NA,1714048,NA,1383680,NA,NA,NA,NA,NA,NA,NA,833728,1513553920,966852608,NA,NA,NA,NA,1487104,NA,NA,1727744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702480384,NA,NA,NA,NA,NA,1217069056,8351744,36007936,NA,15455232,NA,2486528,NA,NA,NA,5148416
"88A",NA,NA,NA,NA,6136832,868480,NA,NA,1148096,8069632,NA,29306880,1729472,NA,NA,NA,34586624,27856896,17575936,2568448,NA,19743744,NA,NA,NA,7932416,16751616,NA,NA,NA,NA,97472512,NA,49516544,NA,NA,4081664,NA,NA,4089088,2267136,NA,1035072,NA,9364480,NA,NA,9567232,50475008,731328,NA,NA,381008,26675200,2384384,NA,143343616,NA,2401536,15008768,3490304,1654336,NA,NA,NA,403210240,NA,NA,NA,NA,NA,1176256,824384,1555392,656576,992960,207798272,35213312,NA,NA,NA,4499200,12062720,NA,NA,NA,NA,20276224,6095616,NA,7527936,NA,NA,132677632,53633024,NA,NA,980096,3161600,57049088,NA,50036736,NA,19217408,9975808,2561536,NA,248135680,320765952,325451776,NA,NA,NA,NA,NA,720633856,NA,NA,NA,7084800,NA,NA,1137280,58675200,NA,1112192,NA,1859776,NA,35807232,NA,NA,NA,NA,NA,3450880,1574240256,626982912,NA,NA,NA,NA,2970880,NA,723776,NA,NA,NA,NA,491632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14298112,NA,1554816,NA,596180992,3925760,19093504,1328576,35401728,NA,3337472,NA,NA,NA,5820672
"92A",5561856,828544,NA,NA,6361088,NA,NA,NA,NA,68796416,NA,20403200,NA,NA,NA,NA,64901120,NA,36384768,NA,NA,4193024,NA,NA,NA,NA,157171712,NA,NA,NA,NA,51695616,NA,15954944,NA,NA,NA,1642176,NA,NA,NA,13236224,NA,NA,2298880,NA,NA,4280320,2660352,NA,NA,NA,NA,6266880,NA,964480,10271744,NA,NA,NA,NA,NA,NA,881536,NA,45674496,NA,NA,NA,NA,NA,NA,NA,2042432,NA,NA,10838016,34947072,NA,NA,NA,2156544,NA,NA,1612224,NA,25221120,8207104,8174080,NA,NA,896640,NA,NA,62496768,1302016,1281280,NA,NA,2700032,NA,12814336,NA,16933888,15869952,1182528,NA,70234112,144244736,NA,NA,NA,NA,NA,NA,201261056,NA,506512,NA,84021248,NA,NA,NA,79749120,NA,1427712,NA,1066432,NA,NA,NA,NA,NA,NA,NA,952128,2439774208,616366080,NA,NA,NA,NA,1467072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658309120,NA,27650048,NA,15052800,11858944,3124736,NA,NA,NA,10276864
"96A",NA,702208,20880384,NA,62181376,2861568,NA,NA,1161536,5237504,NA,22311936,NA,946048,NA,NA,9619456,90566656,36749312,3522304,NA,23177216,NA,NA,5540096,NA,12865536,10475520,6346752,NA,NA,20500480,NA,156483584,NA,NA,2207488,NA,NA,3787776,13339648,NA,NA,9145344,12260352,NA,17582080,5209088,100581376,2162176,163568,NA,NA,10755072,2598656,NA,221773824,4718336,1498048,NA,NA,733888,NA,NA,NA,1270808576,NA,1435392,NA,NA,4794624,111697920,NA,NA,22847488,5014272,371769344,29995008,NA,8306432,NA,2725376,NA,NA,NA,NA,902955008,6850048,2865408,297392,NA,1827456,NA,494048,NA,NA,2567424,71176192,NA,NA,NA,23109632,22556672,13347840,10857472,2838272,NA,5328128,NA,NA,NA,NA,NA,1278016,NA,NA,NA,NA,NA,8491008,NA,NA,NA,24107008,NA,NA,NA,1698688,1251008,NA,NA,NA,273712,NA,NA,2146816,1371013120,NA,NA,NA,NA,NA,2310656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657728,NA,887685120,NA,57839616,2023424,24587264,NA,NA,1318912,2119168,NA,1686272
"102A",NA,1244608,NA,NA,NA,NA,NA,NA,NA,16121856,NA,19879936,NA,NA,NA,NA,92205056,NA,55922688,2659328,NA,5839872,NA,NA,NA,NA,46477312,NA,NA,NA,NA,26574848,NA,NA,NA,742400,863104,NA,NA,4859904,NA,3110400,NA,NA,4472832,NA,NA,4922368,NA,NA,NA,NA,NA,10090496,NA,NA,4608000,NA,946624,NA,NA,NA,NA,NA,NA,5139712,1607424,NA,NA,NA,NA,110903296,NA,NA,NA,NA,NA,19654656,NA,NA,NA,2806016,850304,NA,NA,NA,6377472,NA,11382784,NA,6181376,NA,NA,NA,21206016,2476032,NA,NA,NA,NA,NA,7997952,NA,21920768,17168384,2193152,NA,1386348544,6692352,NA,NA,NA,773888,NA,NA,8772608,719808,NA,NA,1687680,NA,NA,NA,88817664,NA,618304,NA,1259776,NA,NA,NA,NA,NA,NA,NA,1982592,2164260864,650903552,NA,NA,NA,NA,2316544,NA,NA,NA,NA,NA,NA,502032,233840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565952,NA,1839104,NA,125468672,NA,12323840,784128,26814464,NA,NA,1188736,NA,NA,16947200
"106A",NA,320288,NA,NA,5832192,NA,NA,NA,235216,4535296,NA,14558208,NA,1692096,NA,NA,13082624,21394432,13637632,3465216,NA,8602624,NA,NA,NA,3028992,NA,2092480,7120128,NA,NA,27907072,NA,38121472,NA,NA,633280,NA,903296,3412992,2917120,NA,NA,NA,4301056,NA,6840064,5129984,64110592,3673856,NA,NA,NA,54743040,1656064,NA,158285824,2665472,2097920,9460736,NA,4571136,NA,NA,NA,645988352,NA,NA,NA,NA,NA,31568896,NA,NA,3424000,1807744,266141696,26394624,NA,NA,NA,3455232,7527168,9670656,NA,NA,517390336,NA,3232000,NA,NA,NA,NA,3104256,28098560,NA,NA,25428992,7925504,50008064,2963712,24055808,NA,10449920,5538304,4049408,NA,150142976,29148160,754712576,NA,NA,NA,NA,NA,6280448,NA,NA,NA,21882880,1813056,4956672,1298176,44134400,NA,4886784,NA,3087104,1370880,98746368,NA,NA,601280,NA,1526144,2029440,1489174528,NA,10608640,10518528,NA,NA,1810112,2686464,NA,NA,NA,NA,2947328,NA,NA,368272,NA,NA,NA,1558912,NA,NA,NA,NA,NA,NA,2284800,NA,746560,NA,718602240,NA,8834048,NA,22168576,480864,2268416,611072,2620928,NA,1742784
