"sample_id","(+/-)-Tryptophan","(N(1) + N(8))-acetylspermidine","1-Aminocyclopropane-1-carboxylate","1-Methyl-xanthine","1-methylnicotinamide","1-methylurate","1,5-Anhydro-D-glucitol","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","1,6-ANHYDRO-B-GLUCOSE","1,7-dimethylurate","1,7-Dimethylxanthine","12-Hydroxydodecanoic acid","1H-Indole-3-propanoic acid","2-(1H-indol-3-yl)acetic acid","2-AMINO-2-METHYLPROPANOIC ACID","2-Aminobenzoic acid","2-METHOXYCINNAMALDEHYDE","2-METHYLHIPPURIC ACID","2,6-DIMETHOXYBENZOIC ACID","3-aminosalicylic acid","3-Carboxypropyl trimethylammonium","3-HYDROXYINDOLE","3-HYDROXYPROPIONIC ACID","3-Methyl-L-histidine","3-METHYLCATECHOL","3-methylxanthine","4-acetamidobutanoate","4-acetamidophenol","4-aminophenol","4-HYDROXY-PHENYLGLYCINE","4-Hydroxybenzenesulfonic acid","4-methylcatechol","4-pyridoxate","4-QUINOLINECARBOXYLIC ACID","5-Aminopentanoate","5-HIAA","5-Hydroxy-L-tryptophan","5-Hydroxyindole","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5-Oxo-L-Proline","5,6-DIHYDRO THYMINE","5'-Deoxy-5'-methylthioadenosine","7-methylxanthine","ACETYL-CARNITINE","adenosine","Ala","ALLO-ISOLEUCINE","allo-threonine","alpha-glycerophosphocholine","Alpha-Lactose","Alpha-n-phenylacetyl-l-glutamine","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","Arg","Asp-Phe","azelaic acid","betaine","biotin","BUPROPION","butyrylglycine","C10 carnitine","C3 carnitine","C8 carnitine","carnitine","catechol","choline","choline phosphate","Cinnamaldehyde","citrulline","creatine","creatinine","cystine","diltiazem","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","doxylamine","elaidic acid","Galactitol","Gln","Glu","guanosine","hippurate","His","homocitrulline","homocystine","hypoxanthine","indole-3-lactate","INDOLEPYRUVIC ACID","inosine","isovalerylglycine","kynurenine","L-(-)-Phenylalanine.1","L-malic acid","L-serine","L-tyrosine","lisinopril","metformin","N-6-Trimethyllysine","N-Acetyl-DL-tryptophan","N-Acetyl-L-tyrosine","N-acetylneuraminate","nifedipine","Octanedioic acid","Octyl gallate","omeprazole","PANTOTHENIC ACID","PHENYLACETIC ACID","propionylglycine","propyl 4-hydroxybenzoate","putrescine","pyridoxamine","serotonin","taurine","theophylline","TMAO","trigonelline","TRYPTOPHAN ETHYL ESTER","uracil","uridine","VALPROIC ACID","xanthurenate"
"4064_4",29284380,31058,86902,0,6019,1601,13845,21335,64217,8441,44607,24462,73038,94410,396070,94819,12071,2609,98557,44974,580170,40683,42329,18071,45304,1996,35187,7837,7084,4605,65532,20892,7657,10883,8018282,11226,45192,38286,56050,982772,39795,14373,4400,1938509,0,614725,39401532,207364,399741,4965,605687,30148,273491,30555,217349,19936,0,169,22820,50016,671390,1568090,3960283,25146,6661685,10033,21000,111629,442328,1504572,25298,188191,386990,3451958,335365,7067378,289,171321,353,789922,123916,4461,669787,74139,5177,465,600209,51259,62513,10689,16688,444020,18133176,0,49436,9071221,113,0,54953,9087,188,4960,7121,44380,20862,0,56601,61320,37407,327218,7908,125381,134705,95994,19258,1894643,350524,13156,1127838,50678,7348,6073
"4064_3",22692646,27941,70471,17959,7195,9159,9617,14540,67920,12775,439149,13437,131167,47876,348317,93640,4347,425,106393,38377,522345,20334,37278,12671,53927,34527,26494,1489,7709,5767,30203,24930,2850,8277,6938340,7689,36147,32668,48938,705966,36913,13488,49531,2250911,0,527382,38413516,185848,370054,4241,331845,23556,333434,18215,176991,24463,594,0,26027,161160,318740,2633826,3496638,38941,5514130,10928,18019,96030,270020,1537152,24975,140147,328379,2577241,261031,5437609,544,175175,342,760562,73663,25520,211887,64055,2131,619,473155,42144,56395,74916,14082,330065,13887100,2994,45498,5898183,176,0,52435,10360,877,3559,7029,34694,12934,252,53631,64649,31583,507966,7143,104577,134118,61882,104934,1279214,245620,14977,700685,52706,10759,2218
"4064_2",24638678,24726,75716,2828,8024,5909,9433,28556,64064,42545,278103,12673,137045,42537,317516,73310,7740,1747,168220,51212,527620,23970,39122,20446,64746,20049,43717,3407,3632,6422,23765,28180,6019,9529,6824720,7982,42518,30676,69572,731040,40784,13836,24770,1455778,0,514816,33943716,192195,455490,4218,200821,29622,365573,16705,256385,21084,0,0,32938,21684,334294,1452617,3723498,27611,5448034,13142,18759,94017,399937,1565551,23795,259599,341514,2825292,161527,5912305,89,206249,104,785994,67667,100575,737923,70540,2305,576,704342,38336,64885,488049,13433,339599,15346128,7781,44080,7095772,0,0,47686,13695,852,1690,7077,55351,10228,462,66821,73804,30825,450467,9391,94424,161496,29002,95408,1455775,286297,9843,504847,60863,9875,6213
"4064_1",28767076,21629,74023,11590,8150,12189,11216,25782,68387,42655,708156,23865,133541,65912,409681,135751,2293,544,151912,40818,501214,22656,43521,27022,67435,35521,51514,4300,11224,16018,40444,11921,8805,8896,8446999,8614,39958,37058,86091,814140,42699,13310,34653,1735328,0,543056,35592112,193505,370764,4903,378397,24558,336181,10712,238289,23483,0,0,36424,3011647,430980,1877567,4027270,31431,5334701,9700,15753,111908,342537,1819841,30461,195494,359622,2709347,222023,6273108,398,347007,815,808140,70514,141853,253046,65660,4337,946,447547,57125,54034,397238,19516,421124,15056441,10530,49676,8343174,0,0,54676,11170,252,2298,5093,44158,8967,272,99720,79329,44656,498890,9278,111663,152130,38005,149837,1409595,276421,12674,695127,60072,9449,2576
"4063_4",29925316,25182,89872,110842,5711,12526,30711,38854,137955,51798,1326701,26357,71915,29985,214336,43894,38161,747,361544,63434,517420,23891,57212,30737,28052,162815,42654,5274,8449,6019,50904,13246,8441,8995,4876260,10207,35850,53417,98699,779120,52552,10109,372340,196001,191,527607,25978140,233225,945086,11474,810422,9961,284270,388634,231325,9701,549,2264,50146,3776575,242334,1533494,3142264,31840,7177493,17760,10777,117171,369712,927508,36871,255393,267113,2026639,140377,5513504,289,40916,937,739433,139544,94184,251446,25919,6151,291,949236,42836,44165,363747,12240,479246,11741725,7687,71150,7251177,271,0,34466,9019,768,54651,48822,72678,21242,280,67847,77985,48159,761615,11245,95456,117638,55801,235751,4296662,228369,15484,590631,44038,23384,3174
"4005_2",30148840,35082,85041,42137,7812,8915,53609,40872,156476,85021,743584,11114,35183,24008,230049,53872,35188,1788,528669,51314,478505,21535,58831,39192,29761,63894,46095,20275,8725,3823,81465,34724,2509,8483,8560035,9762,39992,30280,90968,1059591,48909,13699,140513,106566,0,673060,40256856,268886,1144926,10932,627336,15448,338205,285856,360938,10573,1063,1216,22741,2487914,186560,977558,5850684,34541,4942650,20605,8824,108296,329246,1339258,12696,538996,344321,2753662,137931,8546842,1469,25144,1456,989451,170192,73826,168782,44295,6781,2456,568657,37821,42597,186949,13369,421184,14608733,4731,57184,6401040,421,1576532,68353,8906,4904,46773,58578,160090,10395,898,51577,94878,37987,171523,11685,114386,74938,53626,131271,1109340,270889,21792,782227,52680,81994,2553
"4000_3",26147942,19086,68947,31103,5295,15569,13337,23588,51419,30399,549664,24222,245695,105862,199673,84925,12674,1629,165092,62494,484462,23204,32149,75020,58209,60523,70065,3049,4716,3206,45568,18195,17929,9925,6018952,8245,41447,29705,99553,800106,48402,23666,122398,1161247,0,443362,33272576,200567,426473,4400,608886,3266,338650,15942,320721,27715,599,304,11162,44624,623739,2171928,1953372,37940,6899026,10278,15547,115949,603087,2202258,32286,304177,326780,2633066,167848,4073979,370,535386,948,679787,86405,52265,1112978,59050,4700,1021,672806,65715,55486,248871,17269,396554,14273283,1196,34787,7123434,0,1295,102377,13094,12728,5121,10193,66109,24937,0,84947,85659,48982,1094462,8140,106866,65874,30093,108146,2081047,208554,8260,726907,58955,9494,8717
"4029_2",28634842,24224,82771,0,2768,6733,17575,36719,153032,70354,182758,57702,3360450,312876,110778,114232,4451,6540,1211277,86637,691161,29449,72243,29876,71521,1598,67945,9454,9211,4248,179298,54669,9790,7769,9769060,19520,38556,46605,96369,1216202,82126,19281,6896,149225,482,525436,30781406,212444,1356627,11666,679448,7103,514672,11796,1497784,49743,1540,1185,19973,11669,238573,818428,4027871,46390,5642460,36893,20936,124734,235646,1168105,17531,403560,593489,1438228,190900,7186087,179,225453,489,1022653,52320,65761,2703780,94095,5730,1377,688001,173817,57232,291929,17719,327972,14943059,6822,39447,6186660,512,0,32730,20674,1452,1370,30489,428777,1658,3681,95556,103500,49235,111482,18846,136480,121176,26467,36570,1857514,787192,33079,490660,36779,13120,11576
"4002_3",18653866,21563,63065,940,9999,3511,13213,32618,65347,66949,319835,41003,190318,107783,161461,57862,12289,308,229881,56318,464448,31145,37282,33373,90756,6874,57537,18839,5654,1431,53149,32209,17733,7898,4908816,9649,43028,33303,97136,898369,47032,12422,14752,1479556,0,433766,29811932,180814,613660,4039,895311,4729,418577,24182,325968,24189,0,541,41796,54542,249152,1882964,3294895,72759,4249711,13978,22319,121145,185393,1496802,25236,306449,328904,2255968,171163,4472758,257,154091,4465,715063,42408,253983,315151,49505,4588,1116,849223,34549,52451,740186,10686,337362,11751045,20589,32032,5646712,0,0,57215,12094,53615,2992,15130,59179,2490,365,136968,112385,38039,1162148,13569,106312,264420,34909,137839,1824021,204731,4897,766975,57956,11362,3880
"4029_1",28733580,25567,78554,478,4245,787,16701,34037,166159,15711,32308,51042,3438304,464830,133765,116745,4811,2277,878352,91787,907301,37750,81638,49680,51774,238,64266,7241,4053,7386,143051,48691,13778,6837,9508795,17366,40917,46275,81442,1255189,86204,16323,7669,127985,275,447509,29829856,210729,1565976,12558,1084564,8344,488102,18802,1092311,51686,91,798,12865,20723,197859,843506,4380370,34804,5164255,35706,24100,122271,213390,1212196,19092,291663,707158,1352675,173626,5919458,331,173149,1183,1024144,50872,16556,2309112,100331,6819,148,688189,162236,54585,97560,21283,344410,15912447,2819,38092,6015887,0,0,40040,20002,1229,1872,23112,314134,1575,4437,82741,75772,49725,49030,12433,166311,133499,32505,30996,1336464,668586,25870,540818,40947,14912,12096
"4028_4",33912032,26053,84160,7530,4529,2985,17234,41077,141341,6752,127287,61932,147817,47458,260550,57292,37718,7359,388535,55785,481367,13539,54409,23232,18550,26817,40454,2877,935,4243,63857,20572,6756,9241,7546156,9772,38851,17816,86723,578014,36322,11193,59481,61561,0,888444,42034588,301181,942748,8677,128751,6774,349888,206102,145147,12034,507,2150,22918,2763906,154987,1193101,3553304,20636,4565833,20541,17849,128955,517434,1102034,16128,225688,407314,2958325,167420,8995929,0,23232,955,787550,134032,138693,1241295,48338,3667,522,792995,45808,50411,552722,11256,506277,15892767,11083,45708,9049764,142,0,59754,8887,1552,33606,42581,67017,7452,192,60073,50520,34562,1198378,7818,124532,89346,31533,41484,2362671,239287,4081,924504,52141,18371,11172
"4028_3",32352784,28992,94957,4037,8553,1445,14303,41035,129815,9111,78194,10772,166874,47795,225109,61042,38731,7560,637795,52307,508184,17995,60507,33155,26199,14174,37703,2126,4584,4862,174141,24826,5226,9273,6744810,10701,37122,12406,109068,659023,36667,11251,42731,37818,0,843356,38933428,312377,1148172,10490,122700,7363,294952,431062,251527,13407,1396,2533,16739,2135359,138486,917315,3959584,27615,5359532,20810,16691,133210,417003,1138144,32639,404077,403162,3286087,182446,9205078,133,30995,1169,797300,167198,80999,1467963,47972,2947,910,750814,43552,43228,166351,10478,465645,15144419,3773,40106,9028143,0,0,52957,10833,791,49072,46062,85649,14900,218,63374,75506,39763,1008506,6500,123548,90312,56565,39346,518577,237351,3374,968489,54817,31580,12018
"4028_2",36232048,28270,87910,6097,6924,1447,15165,43556,139074,16617,198227,9097,108090,60639,310176,70446,45874,9350,390603,51812,414189,17391,64678,85685,16333,21581,48249,4713,1506,6021,78786,24348,9187,12148,8799345,10671,43298,6793,91583,634451,32449,14010,62478,76285,0,775025,42358152,345564,833505,14256,96294,6526,344789,519944,162147,13022,373,1651,18772,3426502,174540,1458126,3017283,24411,5227775,17182,16524,137491,579229,954148,33119,242456,432184,3032686,188121,7691646,224,25664,1494,822698,144145,140892,3045293,50337,2831,2444,663807,55355,51711,346494,12471,625237,16713980,7574,36624,8824085,137,0,69358,10697,1883,32271,39208,76907,23625,590,61343,62154,36537,1171606,7429,142960,111096,47718,52506,3647129,204519,2057,1008635,62823,12993,17483
"4028_1",37560476,27909,84975,15649,5654,4059,14580,34652,134525,30668,249158,48932,200125,32084,277477,57616,42164,12849,753076,59305,433311,22769,58240,77256,31728,29124,49136,5130,3426,7218,96987,30058,8176,10436,8311596,9926,43190,19884,151560,683202,34634,13069,86719,37569,0,852864,41681804,320901,1086119,9668,306156,5633,351977,794316,420445,12186,462,4643,23527,2076668,144002,904497,2653348,36302,5489507,20847,17401,124964,546641,1000070,30877,658764,425048,2872676,174507,7703032,253,26344,395,801198,158054,143766,2384958,42589,4023,1835,655022,55199,43314,389087,12815,614612,16643635,9767,47695,9172142,211,0,58942,13581,769,42116,54085,137942,13359,210,89359,100328,31474,1085958,8661,128274,117954,52045,59155,3774403,201011,3685,835226,60976,33067,16741
"4027_4",21709988,19876,81487,84994,4382,13570,18564,35758,166714,47908,1478146,34503,1154101,366464,142386,43320,20476,2856,751110,63113,504854,20710,78776,39562,41047,112840,52836,11053,2362,6492,132590,46435,6840,9307,5099055,17376,31694,86733,60021,895950,64717,20145,267894,78497,542,658172,27031210,280407,1626341,12952,467431,13199,569959,7721,769774,29000,1613,0,16633,9477,148895,714069,4444510,40034,3685412,33140,21912,111687,1014439,1722785,23716,183282,600415,1448590,148260,7974256,275,235018,1425,823674,105936,223494,663886,98759,4065,591,659374,138200,59420,851520,20704,412097,12699227,19371,39399,5996774,13,0,45569,10131,1796,3093,22031,220686,5133,3777,96415,75291,40160,1493502,6323,131807,101684,27836,502735,969454,554718,94877,417959,28459,12366,4059
"4027_3",22041526,20746,74968,1444,7089,4136,20418,24769,161511,33646,448272,43157,464751,395474,163501,117977,19267,1629,712464,77552,517438,35243,71596,30059,44107,7952,56163,6140,409,1222,106119,41343,6951,9386,6459262,15979,41240,150195,78107,981433,65936,19214,23692,149328,1096,620814,30087570,204651,1219538,12151,903389,14380,510113,14024,788825,25722,1155,0,15778,36256,240736,1223905,3749042,28472,5074801,27516,24244,126524,1221208,1450385,14739,185082,711234,1293586,190286,7962234,456,173721,1131,749376,120042,66867,791184,112506,5068,1625,1133927,145699,54494,278859,21346,465165,14011290,5583,40944,6535166,0,268,46669,9254,3996,3738,16888,228038,5349,3265,61891,78226,52379,1198407,9226,163674,121704,59806,177769,3190594,443872,49099,319652,44136,13822,5942
"4027_2",25357658,22853,86595,18168,7162,11851,22934,37932,157245,30204,2245570,60134,544639,377500,262100,137228,88548,1576,639338,75114,569529,31838,69593,34182,36257,35952,58050,9070,2211,6931,383875,41600,6400,9320,8289308,16925,43555,154596,50073,1023066,58832,20498,63126,183822,532,421481,35900788,274012,993047,12009,421735,18349,537850,9340,576680,27117,1150,237,12896,37418,226536,1653313,3845384,35728,5185352,24292,33490,151665,1431840,1297969,21588,129601,735870,1789571,201327,7362696,504,242514,1599,811404,58929,169934,399392,111671,7759,593,1064698,165253,59631,706725,23163,455468,15979641,15011,47891,6776602,207,0,27999,7629,2100,1890,14326,178018,12298,4213,60961,63508,53607,1593956,8191,168111,131554,44041,606954,4079102,617273,62785,50754,48290,12598,4453
"4027_1",26847776,24392,91445,1972,9794,14743,26032,32353,169915,115845,2084983,46465,574221,391656,207295,128741,10748,1731,2484037,84168,584411,13685,82373,48572,133416,25159,62376,41710,4556,9089,409803,94425,5218,9689,8643177,14299,42102,167610,153634,1125087,59038,22612,45543,190895,0,637786,32690094,274796,1260101,14651,316956,20166,562114,21678,3113286,32771,554,0,28633,27694,235871,1565121,3880911,88851,5258373,27017,21548,149603,1473291,1647366,18128,923162,676104,1995844,186343,8422193,242,233845,3328,788685,120626,86457,1178410,98717,6718,521,1105328,186394,62903,431611,23021,557600,16991590,6044,42671,8151062,126,0,49135,13052,3013,3002,41647,950250,25907,874,141967,209469,56053,1460092,7791,174776,90883,37239,542074,1922281,694454,54726,865278,46154,15441,7280
"4026_4",25347484,27184,77802,17617,6050,13370,10940,32328,138754,28805,613697,17742,119561,26776,389731,51737,40625,5430,272945,42074,413707,13360,54913,36619,21329,28876,49777,6985,10649,9587,245098,22365,7241,7327,6030978,7761,32425,39495,130324,718508,31308,11691,51139,391845,0,487893,34255648,242719,962076,10172,786055,6565,377369,219011,151229,11557,464,1808,15087,2950141,167220,1109087,3808866,47643,4797025,18105,19442,171178,717622,1177142,31405,265326,355026,1886319,152244,6865962,539,22491,1793,816955,62958,91000,1572746,54449,4121,274,817138,37063,48627,411558,11848,293953,11930978,7011,43564,6128414,126,261,45726,9820,2777,8088,38583,61080,1590,636,86699,54993,28562,348607,9119,122457,55269,35579,207689,1203906,242935,6563,452051,43005,22418,12274
"4002_2",22721414,23229,76457,25819,8251,13734,18867,13276,66611,17532,986253,22911,149266,74746,186598,43397,11524,1803,103348,48961,369280,31934,30675,51610,31779,35937,69832,11119,5390,2563,36461,17515,13403,6495,5832108,11421,40039,35695,79431,795545,48558,13977,68347,743813,0,506890,27552516,282057,397461,4697,1026487,5456,483062,14379,293905,26896,0,403,7972,47966,370197,1684104,2487876,19672,5395478,9453,15529,138985,195387,1492288,24202,274601,357991,2402322,161980,4612536,314,239559,1363,700990,86436,38119,1457075,55639,3338,620,314028,46322,51075,64030,15982,340039,12417817,3525,33957,7170516,135,1093,71416,9407,149,3956,2987,76192,23171,500,71483,51349,51594,1109018,11616,119166,163497,35402,273842,2614512,254152,13370,562674,56370,9931,9782
"4026_2",26795502,29933,68543,63063,8915,13856,11891,37882,111195,17117,1123077,21847,205176,36733,298401,79171,42215,1967,364582,55837,198218,11444,50685,31688,12879,79918,52695,12696,8889,7217,103375,4060,11811,8825,5862664,8102,34333,55007,61646,630862,36268,8749,168637,22860,0,418807,30386538,217256,1162066,8025,1264967,6202,319715,144546,111600,5651,634,3389,25434,1331897,76506,508820,1418207,25565,3730288,21237,16015,146047,733891,692905,34293,169886,344600,2088912,119883,4592795,114,33646,1005,840081,44873,29876,1019532,44271,5383,1246,977749,47231,28996,195591,10124,346900,12626158,3598,39224,6035916,0,0,84966,10292,1859,12656,30691,46948,14306,1083,60166,47524,32245,454808,7453,118457,71676,29966,294056,21665160,280330,9566,458903,64990,23525,9347
"4026_1",25601786,25907,73927,152548,6536,15436,10842,27301,117351,27119,1112728,9122,195948,38791,304983,60348,43569,9511,284119,63044,340598,12854,61489,18987,24281,142888,64204,3329,13456,4825,75490,26626,13695,7059,6571416,8095,32887,41736,113880,830339,30387,16463,371774,301716,0,429835,33937380,225877,1044044,9871,1437346,7447,343232,464160,235257,9314,1028,3572,21123,2463474,223874,938223,2687769,48721,5137885,19312,15213,160352,595956,946644,26681,377399,373076,2015386,190912,5996336,216,31279,1195,825708,87646,50659,3922293,51024,4143,914,589158,45913,41756,80179,14133,306664,14335645,3136,36916,6010008,126,270,55753,10714,237,8670,36166,75069,12628,1068,65850,63479,33254,546330,7536,115829,74482,60455,385451,5311264,336214,10370,611103,59604,26660,23723
"4025_4",25900976,18727,89281,858,6001,5181,14983,30273,145977,40856,702408,43865,899202,212876,252612,134035,4648,1016,823443,75341,462432,67834,75322,76175,45861,19859,55437,33633,1195,4026,62119,46722,4697,5379,6283530,12446,28326,85006,71138,962863,61542,15586,39461,101145,724,500226,26742948,295948,1510606,10846,921130,6479,541274,14201,907068,24035,1175,775,15445,66670,159849,2567019,5393440,38344,3764616,36865,22695,102792,1120477,1190449,21480,223503,850726,1372119,182749,5835681,174,152232,943,780532,76107,286911,268960,101078,7949,482,590545,92171,52445,807175,19861,246164,14083996,26435,43438,6672183,105,0,53758,11854,4059,3054,16212,255229,9716,4227,76060,64895,54416,548474,9579,189302,89866,40032,138863,2846886,289435,17155,156921,49367,13505,2359
"4025_3",23223612,20787,82110,16748,7937,8666,14470,42811,157096,13330,1051291,42603,989242,266382,182586,80550,4525,787,311025,75348,472515,28610,72361,63421,21186,49456,49015,29855,1523,5593,77819,28746,3785,4699,6244096,10462,27123,55114,28195,1006021,53761,15777,113775,153935,1357,550176,23420802,279597,1673980,12444,171847,6959,541039,12033,375246,29910,485,433,7851,79126,164051,2176331,4843844,28249,4061068,42172,38392,104871,815452,1212023,19413,74929,702084,1605004,176317,5881283,325,156117,1165,811083,69774,223890,200310,93366,5961,1453,776467,101011,66492,790727,17530,261244,12351767,22228,39002,6824764,0,0,50920,9340,2302,1729,11081,129408,4579,5186,61531,16716,43294,431215,6625,167902,86756,30232,197605,1921986,347452,17584,197046,43351,13230,1323
"4025_2",26813894,25077,97786,3683,4220,5837,15432,31150,144355,71662,647188,40636,386895,189510,254790,71096,3599,768,1517252,89877,334485,45090,63505,91413,80948,25370,49996,7040,801,4463,130775,56426,7431,4890,6129835,12651,33955,92425,100608,1078982,61993,16503,69999,145357,825,377958,26470176,322488,1657133,11298,776667,6404,522329,28154,2051834,11255,735,0,22290,25800,225736,1810712,2704964,56763,2993292,34593,27198,98677,1162256,674183,21521,643982,848760,1563090,229333,5108008,108,99805,181,765513,141806,163616,1743598,90991,7081,1174,918793,91199,63050,404340,17567,262285,16087330,13817,48241,6106928,139,0,80368,9078,5996,4191,33421,628364,5315,3294,114798,111507,45748,568014,8049,205265,87920,89245,199129,19855294,412754,23587,489576,39445,14705,9467
"4025_1",22767704,24122,78769,2497,5063,5112,14551,34674,156433,25093,492757,44691,1501768,242050,162571,61869,22282,1679,696002,72282,457467,29706,67652,41322,38981,18868,50678,5455,0,6486,406608,37861,3966,4625,5369156,11610,23703,46378,62645,900099,59318,14357,43949,174625,651,485205,20492798,225398,1805865,11804,102482,7418,497696,9385,900620,23951,941,198,12237,34611,152627,1946691,5336502,22157,3916044,40595,21553,107773,660602,1232526,26478,248031,600400,1363139,144655,5735972,439,139484,754,801986,89411,139763,509179,104873,4429,507,465721,79482,66246,574694,14707,223957,12034046,18465,44717,5931378,442,0,41162,10735,8852,1962,19719,274342,0,2391,68792,60667,47738,642827,6102,150850,46520,21315,120534,1557303,316173,8856,98973,26748,14480,6445
"4023_4",26440056,35234,78528,12321,6973,8283,23957,30320,141464,10904,301664,35847,151983,45925,239974,30170,40380,4090,134873,58370,592044,28412,58741,21124,13101,26820,48901,8349,6912,7193,60234,6076,27882,5316,6025021,9356,30537,27952,69283,656291,37886,14271,46873,295503,0,577527,31543548,282677,1138358,11009,1533122,12415,338419,215699,92068,13302,1093,52215,22771,1258209,384006,596290,5289850,18349,5424022,22209,11822,140832,403577,1213186,23948,103501,254010,2429798,152661,7519740,110,25341,2815,874051,150940,120691,629705,38809,6312,1061,407359,32333,37140,381259,13280,341396,13109207,7130,53501,6587080,102,0,65751,10508,4255,49355,32682,44670,19811,295,94770,31945,34965,2701852,14871,81668,144452,30844,126138,1796959,296515,15918,496322,35356,12569,6205
