"","sample_id","GALACTITOL","MALIC ACID","HOMOCYSTINE","N-ACETYLTRYPTOPHAN","GLUTAMIC ACID","2-AMINO-2-METHYLPROPANOIC ACID","ELAIDIC ACID","ALLO-ISOLEUCINE","5-AMINOPENTANOIC ACID","BETA-LACTOSE","PANTOTHENIC ACID","ALLOTHREONINE","ALANINE","PYROGLUTAMIC ACID","ORNITHINE","PROLINE","TRIMETHYLAMINE N-OXIDE","PUTRESCINE","3-HYDROXYPROPIONIC ACID","1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID","CHOLINE","SERINE","4-AMINOPHENOL","CATECHOL","URACIL","CREATININE","BETAINE.1","4-METHYLCATECHOL","3-METHYLCATECHOL","TAURINE","5,6-DIHYDRO THYMINE","METFORMIN","PROPIONYLGLYCINE","CREATINE","ASPARAGINE","CINNAMALDEHYDE","5-HYDROXYINDOLE","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","HYPOXANTHINE","PHENYLACETIC ACID","TRIGONELLINE","2-AMINOBENZOIC ACID","1-METHYLNICOTINAMIDE","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","VALPROIC ACID","N-BUTYRYLGLYCINE","4-ACETAMIDOBUTANOIC ACID","DEOXYCARNITINE","GLUTAMINE","LYSINE","METHIONINE","4-ACETAMIDOPHENOL","3-AMINOSALICYLIC ACID","HISTIDINE","ISOVALERYLGLYCINE","CARNITINE","1,6-ANHYDRO-B-GLUCOSE","2-METHOXYCINNAMALDEHYDE","1,5-ANHYDRO-GLUCITOL","PHENYLALANINE","1-METHYLXANTHINE.1","3-METHYLXANTHINE","7-METHYLXANTHINE","4-HYDROXY-PHENYLGLYCINE","PYRIDOXAMINE","3-METHYLHISTIDINE","4-QUINOLINECARBOXYLIC ACID","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","PHENOLSULFONIC ACID","SUBERIC ACID","ARGININE","INDOLEACETIC ACID","CITRULLINE","SEROTONIN","HIPPURIC ACID","THEOPHYLLINE","PARAXANTHINE","PROPYLPARABEN","TYROSINE","1-METHYLURIC ACID","2,6-DIMETHOXYBENZOIC ACID","4-PYRIDOXIC ACID","PHOSPHOCHOLINE","AZELAIC ACID","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","INDOLEPROPIONIC ACID","HOMOCITRULLINE","5-HYDROXYINDOLE-3-ACETIC ACID","2-METHYLHIPPURIC ACID","1,7-DIMETHYLURIC ACID","INDOLEPYRUVIC ACID","ACETYL-CARNITINE","TRYPTOPHAN","XANTHURENIC ACID","INDOLELACTIC ACID","KYNURENINE","OMEGA-HYDROXYDODECANOIC ACID","PROPIONYLCARNITINE","5-HYDROXY-TRYPTOPHAN","N-ACETYL-TYROSINE","TRYPTOPHAN ETHYL ESTER","BUPROPION","CYSTINE","URIDINE","BIOTIN","SN-GLYCERO-3-PHOSPHOCHOLINE","PHENYLACETYL-GLUTAMINE","ADENOSINE","INOSINE","DOXYLAMINE","ASP-PHE","OCTYL GALLATE","GUANOSINE","OCTANOYLCARNITINE","5'-METHYLTHIOADENOSINE","N-ACETYLNEURAMINATE","DECANOYLCARNITINE","OMEPRAZOLE","NIFEDIPINE","LISINOPRIL","DILTIAZEM","3-HYDROXYINDOLE"
"29","4065_1",151,4467,407,9831,92284,191340,214042,33161264,7311094,5156,89613,234022,715508,777698,169069,9587564,2192137,7592,31170,76673,5757012,38463,5029,43554,668318,1461149,21643,18172,86364,19782,47137,0,44472,362592,22161,11638,40731,14793,817164,132673,470545,134783,8521,150144,9785,39713,45433,528063,716131,445033,3409264,10188,50572,67216,16437,3472316,60600,4815,13428,16465808,25421,47692,104703,3462,159684,51951,8247,5853,53375,107103,362753,101021,99197,105507,1378074,85060,312078,579507,9467686,5116,217586,7683,13493,598252,84571,79355,4477,9762,3458,64886,48187,1536419,26957400,10138,66065,395052,10457,600767,32230,932,9624,0,23833,64112,0,552716,1334793,0,326841,417,13144,23364,54866,1488911,15520,3665,2943922,5,6224,0,538491,35714
"30","4064_4",353,0,465,9087,123916,396070,171321,39401532,8018282,4965,56601,207364,614725,982772,335365,7067378,1894643,7908,42329,86902,6661685,49436,7084,25146,1127838,1504572,19936,20892,45304,95994,39795,0,37407,442328,31058,21000,38286,21335,600209,61320,350524,94819,6019,56050,7348,22820,35187,580170,789922,386990,3451958,7837,44974,74139,16688,3960283,64217,12071,13845,18133176,0,1996,4400,4605,125381,18071,10883,30148,65532,44380,273491,94410,111629,134705,669787,19258,44607,327218,9071221,1601,98557,7657,10033,217349,54953,73038,5177,11226,2609,8441,62513,1938509,29284380,6073,51259,444020,24462,671390,45192,188,13156,169,25298,50678,0,399741,605687,0,10689,289,30555,20862,4461,1568090,14373,4960,50016,0,7121,113,188191,40683
"31","4064_3",342,2994,619,10360,73663,348317,175175,38413516,6938340,4241,53631,185848,527382,705966,261031,5437609,1279214,7143,37278,70471,5514130,45498,7709,38941,700685,1537152,24463,24930,53927,61882,36913,0,31583,270020,27941,18019,32668,14540,473155,64649,245620,93640,7195,48938,10759,26027,26494,522345,760562,328379,2577241,1489,38377,64055,14082,3496638,67920,4347,9617,13887100,17959,34527,49531,5767,104577,12671,8277,23556,30203,34694,333434,47876,96030,134118,211887,104934,439149,507966,5898183,9159,106393,2850,10928,176991,52435,131167,2131,7689,425,12775,56395,2250911,22692646,2218,42144,330065,13437,318740,36147,877,14977,0,24975,52706,594,370054,331845,0,74916,544,18215,12934,25520,2633826,13488,3559,161160,252,7029,176,140147,20334
"32","4064_2",104,7781,576,13695,67667,317516,206249,33943716,6824720,4218,66821,192195,514816,731040,161527,5912305,1455775,9391,39122,75716,5448034,44080,3632,27611,504847,1565551,21084,28180,64746,29002,40784,0,30825,399937,24726,18759,30676,28556,704342,73804,286297,73310,8024,69572,9875,32938,43717,527620,785994,341514,2825292,3407,51212,70540,13433,3723498,64064,7740,9433,15346128,2828,20049,24770,6422,94424,20446,9529,29622,23765,55351,365573,42537,94017,161496,737923,95408,278103,450467,7095772,5909,168220,6019,13142,256385,47686,137045,2305,7982,1747,42545,64885,1455778,24638678,6213,38336,339599,12673,334294,42518,852,9843,0,23795,60863,0,455490,200821,0,488049,89,16705,10228,100575,1452617,13836,1690,21684,462,7077,0,259599,23970
"33","4064_1",815,10530,946,11170,70514,409681,347007,35592112,8446999,4903,99720,193505,543056,814140,222023,6273108,1409595,9278,43521,74023,5334701,49676,11224,31431,695127,1819841,23483,11921,67435,38005,42699,0,44656,342537,21629,15753,37058,25782,447547,79329,276421,135751,8150,86091,9449,36424,51514,501214,808140,359622,2709347,4300,40818,65660,19516,4027270,68387,2293,11216,15056441,11590,35521,34653,16018,111663,27022,8896,24558,40444,44158,336181,65912,111908,152130,253046,149837,708156,498890,8343174,12189,151912,8805,9700,238289,54676,133541,4337,8614,544,42655,54034,1735328,28767076,2576,57125,421124,23865,430980,39958,252,12674,0,30461,60072,0,370764,378397,0,397238,398,10712,8967,141853,1877567,13310,2298,3011647,272,5093,0,195494,22656
"34","4063_4",937,7687,291,9019,139544,214336,40916,25978140,4876260,11474,67847,233225,527607,779120,140377,5513504,4296662,11245,57212,89872,7177493,71150,8449,31840,590631,927508,9701,13246,28052,55801,52552,0,48159,369712,25182,10777,53417,38854,949236,77985,228369,43894,5711,98699,23384,50146,42654,517420,739433,267113,2026639,5274,63434,25919,12240,3142264,137955,38161,30711,11741725,110842,162815,372340,6019,95456,30737,8995,9961,50904,72678,284270,29985,117171,117638,251446,235751,1326701,761615,7251177,12526,361544,8441,17760,231325,34466,71915,6151,10207,747,51798,44165,196001,29925316,3174,42836,479246,26357,242334,35850,768,15484,2264,36871,44038,549,945086,810422,191,363747,289,388634,21242,94184,1533494,10109,54651,3776575,280,48822,271,255393,23891
"35","4005_2",1456,4731,2456,8906,170192,230049,25144,40256856,8560035,10932,51577,268886,673060,1059591,137931,8546842,1109340,11685,58831,85041,4942650,57184,8725,34541,782227,1339258,10573,34724,29761,53626,48909,1576532,37987,329246,35082,8824,30280,40872,568657,94878,270889,53872,7812,90968,81994,22741,46095,478505,989451,344321,2753662,20275,51314,44295,13369,5850684,156476,35188,53609,14608733,42137,63894,140513,3823,114386,39192,8483,15448,81465,160090,338205,24008,108296,74938,168782,131271,743584,171523,6401040,8915,528669,2509,20605,360938,68353,35183,6781,9762,1788,85021,42597,106566,30148840,2553,37821,421184,11114,186560,39992,4904,21792,1216,12696,52680,1063,1144926,627336,0,186949,1469,285856,10395,73826,977558,13699,46773,2487914,898,58578,421,538996,21535
"36","4000_3",948,1196,1021,13094,86405,199673,535386,33272576,6018952,4400,84947,200567,443362,800106,167848,4073979,2081047,8140,32149,68947,6899026,34787,4716,37940,726907,2202258,27715,18195,58209,30093,48402,1295,48982,603087,19086,15547,29705,23588,672806,85659,208554,84925,5295,99553,9494,11162,70065,484462,679787,326780,2633066,3049,62494,59050,17269,1953372,51419,12674,13337,14273283,31103,60523,122398,3206,106866,75020,9925,3266,45568,66109,338650,105862,115949,65874,1112978,108146,549664,1094462,7123434,15569,165092,17929,10278,320721,102377,245695,4700,8245,1629,30399,55486,1161247,26147942,8717,65715,396554,24222,623739,41447,12728,8260,304,32286,58955,599,426473,608886,0,248871,370,15942,24937,52265,2171928,23666,5121,44624,0,10193,0,304177,23204
"37","4029_2",489,6822,1377,20674,52320,110778,225453,30781406,9769060,11666,95556,212444,525436,1216202,190900,7186087,1857514,18846,72243,82771,5642460,39447,9211,46390,490660,1168105,49743,54669,71521,26467,82126,0,49235,235646,24224,20936,46605,36719,688001,103500,787192,114232,2768,96369,13120,19973,67945,691161,1022653,593489,1438228,9454,86637,94095,17719,4027871,153032,4451,17575,14943059,0,1598,6896,4248,136480,29876,7769,7103,179298,428777,514672,312876,124734,121176,2703780,36570,182758,111482,6186660,6733,1211277,9790,36893,1497784,32730,3360450,5730,19520,6540,70354,57232,149225,28634842,11576,173817,327972,57702,238573,38556,1452,33079,1185,17531,36779,1540,1356627,679448,482,291929,179,11796,1658,65761,818428,19281,1370,11669,3681,30489,512,403560,29449
"38","4002_3",4465,20589,1116,12094,42408,161461,154091,29811932,4908816,4039,136968,180814,433766,898369,171163,4472758,1824021,13569,37282,63065,4249711,32032,5654,72759,766975,1496802,24189,32209,90756,34909,47032,0,38039,185393,21563,22319,33303,32618,849223,112385,204731,57862,9999,97136,11362,41796,57537,464448,715063,328904,2255968,18839,56318,49505,10686,3294895,65347,12289,13213,11751045,940,6874,14752,1431,106312,33373,7898,4729,53149,59179,418577,107783,121145,264420,315151,137839,319835,1162148,5646712,3511,229881,17733,13978,325968,57215,190318,4588,9649,308,66949,52451,1479556,18653866,3880,34549,337362,41003,249152,43028,53615,4897,541,25236,57956,0,613660,895311,0,740186,257,24182,2490,253983,1882964,12422,2992,54542,365,15130,0,306449,31145
"39","4029_1",1183,2819,148,20002,50872,133765,173149,29829856,9508795,12558,82741,210729,447509,1255189,173626,5919458,1336464,12433,81638,78554,5164255,38092,4053,34804,540818,1212196,51686,48691,51774,32505,86204,0,49725,213390,25567,24100,46275,34037,688189,75772,668586,116745,4245,81442,14912,12865,64266,907301,1024144,707158,1352675,7241,91787,100331,21283,4380370,166159,4811,16701,15912447,478,238,7669,7386,166311,49680,6837,8344,143051,314134,488102,464830,122271,133499,2309112,30996,32308,49030,6015887,787,878352,13778,35706,1092311,40040,3438304,6819,17366,2277,15711,54585,127985,28733580,12096,162236,344410,51042,197859,40917,1229,25870,798,19092,40947,91,1565976,1084564,275,97560,331,18802,1575,16556,843506,16323,1872,20723,4437,23112,0,291663,37750
"40","4028_4",955,11083,522,8887,134032,260550,23232,42034588,7546156,8677,60073,301181,888444,578014,167420,8995929,2362671,7818,54409,84160,4565833,45708,935,20636,924504,1102034,12034,20572,18550,31533,36322,0,34562,517434,26053,17849,17816,41077,792995,50520,239287,57292,4529,86723,18371,22918,40454,481367,787550,407314,2958325,2877,55785,48338,11256,3553304,141341,37718,17234,15892767,7530,26817,59481,4243,124532,23232,9241,6774,63857,67017,349888,47458,128955,89346,1241295,41484,127287,1198378,9049764,2985,388535,6756,20541,145147,59754,147817,3667,9772,7359,6752,50411,61561,33912032,11172,45808,506277,61932,154987,38851,1552,4081,2150,16128,52141,507,942748,128751,0,552722,0,206102,7452,138693,1193101,11193,33606,2763906,192,42581,142,225688,13539
"41","4028_3",1169,3773,910,10833,167198,225109,30995,38933428,6744810,10490,63374,312377,843356,659023,182446,9205078,518577,6500,60507,94957,5359532,40106,4584,27615,968489,1138144,13407,24826,26199,56565,36667,0,39763,417003,28992,16691,12406,41035,750814,75506,237351,61042,8553,109068,31580,16739,37703,508184,797300,403162,3286087,2126,52307,47972,10478,3959584,129815,38731,14303,15144419,4037,14174,42731,4862,123548,33155,9273,7363,174141,85649,294952,47795,133210,90312,1467963,39346,78194,1008506,9028143,1445,637795,5226,20810,251527,52957,166874,2947,10701,7560,9111,43228,37818,32352784,12018,43552,465645,10772,138486,37122,791,3374,2533,32639,54817,1396,1148172,122700,0,166351,133,431062,14900,80999,917315,11251,49072,2135359,218,46062,0,404077,17995
"42","4028_2",1494,7574,2444,10697,144145,310176,25664,42358152,8799345,14256,61343,345564,775025,634451,188121,7691646,3647129,7429,64678,87910,5227775,36624,1506,24411,1008635,954148,13022,24348,16333,47718,32449,0,36537,579229,28270,16524,6793,43556,663807,62154,204519,70446,6924,91583,12993,18772,48249,414189,822698,432184,3032686,4713,51812,50337,12471,3017283,139074,45874,15165,16713980,6097,21581,62478,6021,142960,85685,12148,6526,78786,76907,344789,60639,137491,111096,3045293,52506,198227,1171606,8824085,1447,390603,9187,17182,162147,69358,108090,2831,10671,9350,16617,51711,76285,36232048,17483,55355,625237,9097,174540,43298,1883,2057,1651,33119,62823,373,833505,96294,0,346494,224,519944,23625,140892,1458126,14010,32271,3426502,590,39208,137,242456,17391
"43","4028_1",395,9767,1835,13581,158054,277477,26344,41681804,8311596,9668,89359,320901,852864,683202,174507,7703032,3774403,8661,58240,84975,5489507,47695,3426,36302,835226,1000070,12186,30058,31728,52045,34634,0,31474,546641,27909,17401,19884,34652,655022,100328,201011,57616,5654,151560,33067,23527,49136,433311,801198,425048,2872676,5130,59305,42589,12815,2653348,134525,42164,14580,16643635,15649,29124,86719,7218,128274,77256,10436,5633,96987,137942,351977,32084,124964,117954,2384958,59155,249158,1085958,9172142,4059,753076,8176,20847,420445,58942,200125,4023,9926,12849,30668,43314,37569,37560476,16741,55199,614612,48932,144002,43190,769,3685,4643,30877,60976,462,1086119,306156,0,389087,253,794316,13359,143766,904497,13069,42116,2076668,210,54085,211,658764,22769
"44","4027_4",1425,19371,591,10131,105936,142386,235018,27031210,5099055,12952,96415,280407,658172,895950,148260,7974256,969454,6323,78776,81487,3685412,39399,2362,40034,417959,1722785,29000,46435,41047,27836,64717,0,40160,1014439,19876,21912,86733,35758,659374,75291,554718,43320,4382,60021,12366,16633,52836,504854,823674,600415,1448590,11053,63113,98759,20704,4444510,166714,20476,18564,12699227,84994,112840,267894,6492,131807,39562,9307,13199,132590,220686,569959,366464,111687,101684,663886,502735,1478146,1493502,5996774,13570,751110,6840,33140,769774,45569,1154101,4065,17376,2856,47908,59420,78497,21709988,4059,138200,412097,34503,148895,31694,1796,94877,0,23716,28459,1613,1626341,467431,542,851520,275,7721,5133,223494,714069,20145,3093,9477,3777,22031,13,183282,20710
"45","4027_3",1131,5583,1625,9254,120042,163501,173721,30087570,6459262,12151,61891,204651,620814,981433,190286,7962234,3190594,9226,71596,74968,5074801,40944,409,28472,319652,1450385,25722,41343,44107,59806,65936,268,52379,1221208,20746,24244,150195,24769,1133927,78226,443872,117977,7089,78107,13822,15778,56163,517438,749376,711234,1293586,6140,77552,112506,21346,3749042,161511,19267,20418,14011290,1444,7952,23692,1222,163674,30059,9386,14380,106119,228038,510113,395474,126524,121704,791184,177769,448272,1198407,6535166,4136,712464,6951,27516,788825,46669,464751,5068,15979,1629,33646,54494,149328,22041526,5942,145699,465165,43157,240736,41240,3996,49099,0,14739,44136,1155,1219538,903389,1096,278859,456,14024,5349,66867,1223905,19214,3738,36256,3265,16888,0,185082,35243
"46","4027_2",1599,15011,593,7629,58929,262100,242514,35900788,8289308,12009,60961,274012,421481,1023066,201327,7362696,4079102,8191,69593,86595,5185352,47891,2211,35728,50754,1297969,27117,41600,36257,44041,58832,0,53607,1431840,22853,33490,154596,37932,1064698,63508,617273,137228,7162,50073,12598,12896,58050,569529,811404,735870,1789571,9070,75114,111671,23163,3845384,157245,88548,22934,15979641,18168,35952,63126,6931,168111,34182,9320,18349,383875,178018,537850,377500,151665,131554,399392,606954,2245570,1593956,6776602,11851,639338,6400,24292,576680,27999,544639,7759,16925,1576,30204,59631,183822,25357658,4453,165253,455468,60134,226536,43555,2100,62785,237,21588,48290,1150,993047,421735,532,706725,504,9340,12298,169934,1653313,20498,1890,37418,4213,14326,207,129601,31838
"47","4027_1",3328,6044,521,13052,120626,207295,233845,32690094,8643177,14651,141967,274796,637786,1125087,186343,8422193,1922281,7791,82373,91445,5258373,42671,4556,88851,865278,1647366,32771,94425,133416,37239,59038,0,56053,1473291,24392,21548,167610,32353,1105328,209469,694454,128741,9794,153634,15441,28633,62376,584411,788685,676104,1995844,41710,84168,98717,23021,3880911,169915,10748,26032,16991590,1972,25159,45543,9089,174776,48572,9689,20166,409803,950250,562114,391656,149603,90883,1178410,542074,2084983,1460092,8151062,14743,2484037,5218,27017,3113286,49135,574221,6718,14299,1731,115845,62903,190895,26847776,7280,186394,557600,46465,235871,42102,3013,54726,0,18128,46154,554,1260101,316956,0,431611,242,21678,25907,86457,1565121,22612,3002,27694,874,41647,126,923162,13685
"48","4026_4",1793,7011,274,9820,62958,389731,22491,34255648,6030978,10172,86699,242719,487893,718508,152244,6865962,1203906,9119,54913,77802,4797025,43564,10649,47643,452051,1177142,11557,22365,21329,35579,31308,261,28562,717622,27184,19442,39495,32328,817138,54993,242935,51737,6050,130324,22418,15087,49777,413707,816955,355026,1886319,6985,42074,54449,11848,3808866,138754,40625,10940,11930978,17617,28876,51139,9587,122457,36619,7327,6565,245098,61080,377369,26776,171178,55269,1572746,207689,613697,348607,6128414,13370,272945,7241,18105,151229,45726,119561,4121,7761,5430,28805,48627,391845,25347484,12274,37063,293953,17742,167220,32425,2777,6563,1808,31405,43005,464,962076,786055,0,411558,539,219011,1590,91000,1109087,11691,8088,2950141,636,38583,126,265326,13360
"49","4002_2",1363,3525,620,9407,86436,186598,239559,27552516,5832108,4697,71483,282057,506890,795545,161980,4612536,2614512,11616,30675,76457,5395478,33957,5390,19672,562674,1492288,26896,17515,31779,35402,48558,1093,51594,195387,23229,15529,35695,13276,314028,51349,254152,43397,8251,79431,9931,7972,69832,369280,700990,357991,2402322,11119,48961,55639,15982,2487876,66611,11524,18867,12417817,25819,35937,68347,2563,119166,51610,6495,5456,36461,76192,483062,74746,138985,163497,1457075,273842,986253,1109018,7170516,13734,103348,13403,9453,293905,71416,149266,3338,11421,1803,17532,51075,743813,22721414,9782,46322,340039,22911,370197,40039,149,13370,403,24202,56370,0,397461,1026487,0,64030,314,14379,23171,38119,1684104,13977,3956,47966,500,2987,135,274601,31934
"50","4026_2",1005,3598,1246,10292,44873,298401,33646,30386538,5862664,8025,60166,217256,418807,630862,119883,4592795,21665160,7453,50685,68543,3730288,39224,8889,25565,458903,692905,5651,4060,12879,29966,36268,0,32245,733891,29933,16015,55007,37882,977749,47524,280330,79171,8915,61646,23525,25434,52695,198218,840081,344600,2088912,12696,55837,44271,10124,1418207,111195,42215,11891,12626158,63063,79918,168637,7217,118457,31688,8825,6202,103375,46948,319715,36733,146047,71676,1019532,294056,1123077,454808,6035916,13856,364582,11811,21237,111600,84966,205176,5383,8102,1967,17117,28996,22860,26795502,9347,47231,346900,21847,76506,34333,1859,9566,3389,34293,64990,634,1162066,1264967,0,195591,114,144546,14306,29876,508820,8749,12656,1331897,1083,30691,0,169886,11444
"51","4026_1",1195,3136,914,10714,87646,304983,31279,33937380,6571416,9871,65850,225877,429835,830339,190912,5996336,5311264,7536,61489,73927,5137885,36916,13456,48721,611103,946644,9314,26626,24281,60455,30387,270,33254,595956,25907,15213,41736,27301,589158,63479,336214,60348,6536,113880,26660,21123,64204,340598,825708,373076,2015386,3329,63044,51024,14133,2687769,117351,43569,10842,14335645,152548,142888,371774,4825,115829,18987,7059,7447,75490,75069,343232,38791,160352,74482,3922293,385451,1112728,546330,6010008,15436,284119,13695,19312,235257,55753,195948,4143,8095,9511,27119,41756,301716,25601786,23723,45913,306664,9122,223874,32887,237,10370,3572,26681,59604,1028,1044044,1437346,0,80179,216,464160,12628,50659,938223,16463,8670,2463474,1068,36166,126,377399,12854
"52","4025_4",943,26435,482,11854,76107,252612,152232,26742948,6283530,10846,76060,295948,500226,962863,182749,5835681,2846886,9579,75322,89281,3764616,43438,1195,38344,156921,1190449,24035,46722,45861,40032,61542,0,54416,1120477,18727,22695,85006,30273,590545,64895,289435,134035,6001,71138,13505,15445,55437,462432,780532,850726,1372119,33633,75341,101078,19861,5393440,145977,4648,14983,14083996,858,19859,39461,4026,189302,76175,5379,6479,62119,255229,541274,212876,102792,89866,268960,138863,702408,548474,6672183,5181,823443,4697,36865,907068,53758,899202,7949,12446,1016,40856,52445,101145,25900976,2359,92171,246164,43865,159849,28326,4059,17155,775,21480,49367,1175,1510606,921130,724,807175,174,14201,9716,286911,2567019,15586,3054,66670,4227,16212,105,223503,67834
"53","4025_3",1165,22228,1453,9340,69774,182586,156117,23420802,6244096,12444,61531,279597,550176,1006021,176317,5881283,1921986,6625,72361,82110,4061068,39002,1523,28249,197046,1212023,29910,28746,21186,30232,53761,0,43294,815452,20787,38392,55114,42811,776467,16716,347452,80550,7937,28195,13230,7851,49015,472515,811083,702084,1605004,29855,75348,93366,17530,4843844,157096,4525,14470,12351767,16748,49456,113775,5593,167902,63421,4699,6959,77819,129408,541039,266382,104871,86756,200310,197605,1051291,431215,6824764,8666,311025,3785,42172,375246,50920,989242,5961,10462,787,13330,66492,153935,23223612,1323,101011,261244,42603,164051,27123,2302,17584,433,19413,43351,485,1673980,171847,1357,790727,325,12033,4579,223890,2176331,15777,1729,79126,5186,11081,0,74929,28610
"54","4025_2",181,13817,1174,9078,141806,254790,99805,26470176,6129835,11298,114798,322488,377958,1078982,229333,5108008,19855294,8049,63505,97786,2993292,48241,801,56763,489576,674183,11255,56426,80948,89245,61993,0,45748,1162256,25077,27198,92425,31150,918793,111507,412754,71096,4220,100608,14705,22290,49996,334485,765513,848760,1563090,7040,89877,90991,17567,2704964,144355,3599,15432,16087330,3683,25370,69999,4463,205265,91413,4890,6404,130775,628364,522329,189510,98677,87920,1743598,199129,647188,568014,6106928,5837,1517252,7431,34593,2051834,80368,386895,7081,12651,768,71662,63050,145357,26813894,9467,91199,262285,40636,225736,33955,5996,23587,0,21521,39445,735,1657133,776667,825,404340,108,28154,5315,163616,1810712,16503,4191,25800,3294,33421,139,643982,45090
"55","4025_1",754,18465,507,10735,89411,162571,139484,20492798,5369156,11804,68792,225398,485205,900099,144655,5735972,1557303,6102,67652,78769,3916044,44717,0,22157,98973,1232526,23951,37861,38981,21315,59318,0,47738,660602,24122,21553,46378,34674,465721,60667,316173,61869,5063,62645,14480,12237,50678,457467,801986,600400,1363139,5455,72282,104873,14707,5336502,156433,22282,14551,12034046,2497,18868,43949,6486,150850,41322,4625,7418,406608,274342,497696,242050,107773,46520,509179,120534,492757,642827,5931378,5112,696002,3966,40595,900620,41162,1501768,4429,11610,1679,25093,66246,174625,22767704,6445,79482,223957,44691,152627,23703,8852,8856,198,26478,26748,941,1805865,102482,651,574694,439,9385,0,139763,1946691,14357,1962,34611,2391,19719,442,248031,29706
"56","4023_4",2815,7130,1061,10508,150940,239974,25341,31543548,6025021,11009,94770,282677,577527,656291,152661,7519740,1796959,14871,58741,78528,5424022,53501,6912,18349,496322,1213186,13302,6076,13101,30844,37886,0,34965,403577,35234,11822,27952,30320,407359,31945,296515,30170,6973,69283,12569,22771,48901,592044,874051,254010,2429798,8349,58370,38809,13280,5289850,141464,40380,23957,13109207,12321,26820,46873,7193,81668,21124,5316,12415,60234,44670,338419,45925,140832,144452,629705,126138,301664,2701852,6587080,8283,134873,27882,22209,92068,65751,151983,6312,9356,4090,10904,37140,295503,26440056,6205,32333,341396,35847,384006,30537,4255,15918,52215,23948,35356,1093,1138358,1533122,0,381259,110,215699,19811,120691,596290,14271,49355,1258209,295,32682,102,103501,28412
