"sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"36A",81436672,2860800,NA,24563712,NA,1807104,5285632,NA,4663808,NA,12229632,90091520,37285888,7770368,46751744,NA,44277760,NA,NA,15927296,NA,NA,24873984,32152576,2702336,NA,27019264,NA,174784512,NA,NA,2557184,NA,NA,11119616,65835008,NA,NA,47247360,4809216,NA,70328320,NA,138543104,2944768,NA,1356398592,NA,NA,6830336,NA,NA,NA,NA,NA,NA,NA,NA,250871808,16811008,531677184,NA,174571520,301989888,NA,8662016,NA,2529792,NA,NA,841344,NA,8566784,NA,15003648,NA,3057408,NA,NA,NA,3407616,NA,NA,1523392,1683520,NA,1411776,NA,2868224,793444352,NA,NA,NA,NA,7809280,NA,39391232,2786816,8062464,4152576,NA,208568320,3756800,5931264,4961280,NA,NA,3698176,NA,3238656,NA,NA,NA,54124544,NA,NA,NA,40435712,NA,3104256,NA,NA,3079424,1335168,NA,NA,NA,NA,NA,NA,1640000,1457520640,419512320,NA,NA,NA,2310400,1308544,NA,NA,NA,NA,NA,5316352,NA,NA,NA,327424,284832,NA,NA,NA,NA,NA,NA,1241344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812974080,NA,34926592,2115584,12449792,347472,3056896,1039616,6316544,NA,2186240
"38A",NA,NA,10435584,NA,310165504,NA,NA,NA,NA,NA,102432768,75927552,58236928,4666368,NA,NA,55500800,NA,752768,NA,NA,46395392,NA,1063616,NA,NA,10171392,NA,61366272,NA,NA,9442304,NA,NA,7695872,NA,NA,NA,NA,24194048,NA,NA,6071040,76546048,NA,NA,322568192,NA,NA,NA,849408,6675456,NA,327680,NA,473968,1368256,NA,NA,NA,217235456,113987584,NA,155615232,20901888,NA,1529600,2728192,NA,NA,13355008,NA,NA,NA,NA,NA,14555136,NA,NA,NA,8078848,4555008,NA,6663936,6909184,3682816,NA,NA,NA,NA,1499584,NA,NA,NA,3207680,NA,25011200,3362560,60256256,5949952,NA,26712064,16108544,36073472,NA,35708928,NA,NA,NA,19609600,2401024,NA,NA,3916288,NA,NA,NA,130220032,NA,7377152,3304960,NA,3687936,NA,NA,NA,NA,NA,NA,NA,8519680,2502688768,694288384,NA,NA,NA,NA,1403840,NA,NA,1932800,541760,NA,NA,3579392,NA,1783168,NA,NA,1290048,NA,NA,NA,NA,NA,NA,3088128,NA,NA,627648,NA,NA,NA,1733760,NA,NA,357777408,3693312,33402880,1674048,123953152,NA,2636288,NA,NA,NA,18174976
"40A",NA,NA,8897536,NA,34918400,NA,NA,NA,NA,NA,85475328,NA,37793792,4261376,NA,NA,16489472,NA,NA,NA,NA,38748160,NA,NA,NA,NA,58392576,NA,NA,NA,1255232,4899840,NA,NA,5811968,NA,NA,764800,NA,5595904,NA,NA,9556992,NA,NA,NA,6498048,2486016,NA,NA,NA,NA,741696,NA,33718272,NA,NA,NA,NA,NA,4282112,27085824,NA,3586816,10743808,NA,NA,3331072,NA,NA,3929088,NA,NA,NA,NA,NA,5530624,NA,NA,NA,1420160,NA,2467840,5349376,NA,NA,1519104,NA,1437888,NA,564608,NA,1480256,679232,26840064,NA,20619264,2833408,19383296,1733568,NA,6977536,3474176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854272,NA,NA,NA,62750720,NA,1079104,NA,NA,2211072,1063360,NA,NA,NA,NA,NA,NA,853056,826343424,NA,NA,NA,NA,NA,511776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763456,NA,NA,NA,NA,NA,NA,561728,NA,NA,251871232,NA,NA,NA,49504256,2139392,NA,1480128,NA,NA,11524096
"42A",NA,NA,6323968,NA,16756736,NA,NA,NA,NA,NA,52211712,25269248,31979520,1709376,NA,NA,17218560,4516352,894208,NA,4731136,7053568,NA,NA,NA,NA,131280896,NA,25613312,NA,NA,7005696,NA,NA,2204160,NA,NA,NA,NA,13103104,NA,NA,4777984,59486208,NA,NA,244269056,NA,NA,NA,NA,NA,5169408,NA,9985024,NA,NA,NA,NA,NA,235634688,23377920,NA,161202176,93798400,NA,NA,3694080,7851264,NA,30142464,NA,NA,NA,11373568,1793856,10148864,1139200,NA,2753280,1725632,NA,NA,26140672,7580160,NA,1163648,1992384,NA,NA,1551808,738368,27318272,NA,29636608,NA,38117376,214712320,12255232,5105152,NA,127275008,30869504,422477824,NA,12777472,2238976,NA,NA,6877184,NA,NA,NA,6412288,993344,NA,NA,99016704,700608,31075328,1145472,NA,3713024,782528,78733312,NA,NA,NA,1393408,NA,3373568,2505310208,1107623936,NA,NA,NA,NA,4795648,3105280,NA,NA,NA,NA,NA,NA,579968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288896,NA,NA,NA,NA,1622528,NA,1297024,NA,NA,472727552,NA,9172992,759296,37875712,26873856,NA,1780864,NA,NA,9648128
"46A",13451264,NA,6121216,NA,37335040,1453312,NA,NA,861184,NA,43724800,14333952,18783232,2352128,NA,NA,19899392,NA,NA,NA,6456064,5762048,3247616,1291328,NA,NA,5585920,NA,41504768,NA,2610176,6304000,NA,NA,3812096,2038720,2962432,NA,NA,64286720,NA,NA,8642560,35639296,1857728,NA,251609088,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348672,NA,1737344,1356160,164052992,74747904,NA,104484864,95621120,NA,NA,3546368,NA,3859712,1412864,NA,NA,629080064,45789184,NA,6243328,NA,NA,NA,2720768,NA,3192064,2967040,NA,6170112,2992128,5795584,NA,2196992,NA,NA,589248,NA,NA,NA,12857344,46485504,18289664,5391104,3026688,3556864,34217984,NA,3885056,NA,NA,NA,NA,80850944,1039808,NA,NA,20454400,1839232,3284224,NA,61972480,NA,12678144,858368,NA,4480512,985472,34095104,1199232,1132416,NA,NA,NA,2324224,1406468096,856752128,NA,NA,NA,NA,2204160,NA,NA,3927296,NA,16208896,NA,NA,NA,NA,NA,NA,NA,NA,1205888,924032,NA,NA,NA,5300480,NA,NA,NA,NA,NA,NA,NA,NA,NA,990707712,NA,8807424,NA,19931136,2159616,3917312,NA,NA,NA,6741248
"48A",5683200,294688,9176064,NA,9670656,3718912,NA,NA,NA,NA,74305536,15582208,40980480,2845440,NA,NA,3023104,NA,NA,NA,NA,12946432,NA,NA,NA,NA,7957504,NA,36732928,311920,1284928,932928,NA,NA,3604224,1907776,1907776,NA,NA,1817088,NA,NA,6924032,32372736,NA,NA,322355200,NA,NA,NA,334400,NA,1576192,874624,95797248,NA,NA,NA,499264,NA,140623872,36265984,NA,94179328,9222144,NA,NA,2606080,2147840,NA,NA,NA,NA,235651072,16009216,NA,11166720,NA,NA,NA,NA,NA,32406528,9665536,NA,2220032,1265472,2226944,NA,793920,1403712,NA,12922880,NA,NA,NA,14905344,NA,33089536,2807552,NA,56385536,19813376,3767552,NA,NA,NA,NA,NA,11724800,973824,NA,NA,13037568,1323648,NA,NA,89071616,NA,8773632,741568,NA,2347264,806208,NA,NA,NA,NA,NA,NA,1866176,1442775040,632225792,NA,NA,615040,NA,2882048,NA,NA,NA,NA,NA,NA,10050560,NA,NA,822528,NA,NA,NA,NA,NA,NA,NA,NA,1447872,NA,748288,1021888,NA,715136,672768,1091328,NA,NA,1042874368,NA,8748032,592320,10263552,NA,NA,1334976,NA,NA,11377664
"50A",5753344,NA,10280960,NA,53506048,NA,NA,NA,551872,NA,40599552,33328128,17190912,7835648,NA,NA,16839680,NA,NA,NA,NA,12235776,NA,2598144,NA,NA,2111488,NA,30636032,NA,NA,2305792,3467520,NA,14377984,3738368,4492544,NA,NA,4253184,NA,NA,8275456,15713280,724544,NA,588578816,NA,NA,NA,NA,NA,NA,NA,49180672,NA,NA,NA,NA,NA,52281344,13702144,NA,32512000,11145216,NA,NA,2833408,5974784,NA,NA,NA,NA,184238080,NA,NA,3859712,NA,NA,1352896,NA,NA,NA,8699904,NA,NA,NA,2067584,NA,1487232,NA,NA,18505728,NA,NA,NA,26567680,NA,5585920,1333952,NA,51494912,20086784,NA,NA,892608,NA,NA,NA,7380736,NA,NA,NA,4030720,1192256,NA,NA,39055360,NA,1693824,579584,NA,1531520,565056,NA,NA,NA,NA,NA,NA,NA,47616000,NA,NA,NA,NA,NA,988352,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232256,NA,NA,NA,NA,NA,NA,NA,NA,664128,NA,NA,NA,645056,852608,NA,NA,NA,NA,50094080,NA,8829952,NA,96665600,317216,3875840,NA,NA,NA,4778752
"52A",6020608,NA,5240576,NA,28319744,4826368,1923392,NA,NA,NA,24670208,147177472,43868160,3502080,NA,NA,25964544,NA,NA,NA,1492224,3262208,NA,6318080,NA,NA,1498432,NA,180240384,NA,NA,NA,NA,NA,1425920,NA,NA,NA,NA,22972416,NA,NA,2109440,127635456,7099392,NA,898957312,NA,NA,NA,1122176,NA,NA,329664,NA,NA,NA,NA,1459072,NA,423641088,137379840,NA,193085440,42229760,NA,NA,1945920,NA,9701376,NA,NA,NA,1255276544,9398272,NA,3354624,NA,NA,NA,5158656,NA,9963520,13130752,NA,3776512,NA,10932224,NA,1864960,NA,NA,8195072,NA,NA,NA,5366528,11374592,14571520,NA,5161472,51572736,21217280,743047168,NA,NA,NA,NA,NA,35500032,NA,NA,NA,226492416,NA,NA,NA,69738496,NA,2312448,637440,NA,2884864,3287552,120086528,NA,NA,NA,NA,NA,6457344,2120286208,739377152,NA,NA,NA,NA,3862528,NA,NA,1417088,NA,NA,NA,NA,NA,NA,NA,NA,1710656,NA,NA,NA,NA,NA,NA,1285376,634688,NA,NA,NA,8025088,1056000,1258624,NA,NA,750977024,NA,9631744,NA,26700800,5046272,3156224,NA,4080128,NA,3575808
"54A",58937344,NA,14274560,4777216,4088064,3208192,NA,NA,NA,NA,14243840,34861056,17096704,2578432,NA,NA,NA,NA,NA,NA,5383424,5275392,7016448,4280320,NA,3674368,NA,NA,88182784,NA,2022272,NA,3476480,NA,3257856,4717824,NA,NA,2732800,NA,NA,4367616,6634496,5869568,NA,NA,744947712,NA,NA,NA,295136,NA,3498240,484896,NA,NA,1895104,NA,4884992,NA,21940224,61280256,NA,15690752,4191744,NA,29894656,NA,NA,NA,NA,NA,NA,243400704,NA,NA,2374656,NA,NA,NA,NA,NA,NA,NA,NA,4243968,975808,22500352,NA,3191296,2360320,NA,NA,995840,NA,NA,6166528,NA,4587264,1913984,NA,2719744,742080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827326464,NA,NA,NA,33935360,NA,4596224,1843520,NA,1841664,657024,NA,NA,NA,NA,NA,NA,867456,18800640,NA,NA,NA,NA,14365696,NA,NA,NA,NA,NA,NA,NA,NA,NA,636096,2224896,NA,NA,NA,NA,NA,811520,NA,NA,1688320,NA,NA,NA,NA,NA,NA,506256,NA,NA,214548480,NA,32202752,NA,2091520,NA,3504896,NA,NA,NA,2450688
"56A",6031616,NA,24504320,NA,8100864,1486656,NA,NA,NA,NA,64479232,15164416,34840576,7226624,NA,NA,8136192,NA,NA,NA,NA,12521472,NA,3192576,NA,3164160,NA,NA,27110400,NA,1267328,NA,2448128,NA,11330560,26742784,32489472,NA,NA,NA,NA,NA,9093120,4970496,692352,NA,468303872,NA,NA,NA,NA,NA,1844352,NA,45236224,NA,NA,NA,881280,NA,13214720,20664320,NA,5965568,12306432,NA,NA,2881024,NA,1135744,5197824,NA,NA,81764352,NA,NA,6367744,NA,NA,NA,NA,NA,NA,NA,2650624,2121984,NA,5635072,NA,1294784,2069696,NA,NA,NA,NA,NA,19793920,1591040,15288320,2571264,NA,108843008,5675264,NA,NA,NA,NA,NA,NA,6110208,NA,NA,NA,9531392,NA,NA,NA,45010944,NA,1403072,526784,NA,1240320,694400,NA,NA,NA,NA,NA,NA,NA,5726464,NA,NA,NA,NA,NA,662912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40857600,NA,11141120,746176,10686464,NA,1845632,NA,2213120,NA,9631744
"58A",NA,NA,4472320,NA,14171136,1087872,NA,NA,NA,NA,78622720,NA,34721792,1347136,NA,NA,9393152,6462464,NA,NA,NA,4537856,NA,NA,NA,NA,84914176,NA,14055424,NA,4040192,36216832,NA,491104,1491520,NA,NA,NA,NA,2659840,NA,NA,4684032,6178048,511248,NA,122802176,NA,7788288,NA,1612096,NA,NA,NA,NA,374896,NA,NA,NA,NA,37396480,8519680,NA,27507712,12918784,NA,NA,2513408,NA,NA,15029248,NA,NA,56287232,1713792,NA,8998912,NA,NA,NA,889280,1610304,3211520,5280512,35446784,NA,6925824,1473792,NA,445968,NA,NA,1807808,NA,39391232,NA,17393664,3229696,10431488,3261952,NA,8048640,118349824,NA,NA,1684032,NA,NA,NA,127762432,394816,NA,NA,NA,705344,NA,NA,99729408,NA,4589312,827392,NA,2868480,498240,1692736,NA,NA,NA,NA,NA,1004224,1475018752,439484416,NA,NA,NA,NA,NA,NA,NA,476784,NA,NA,NA,NA,NA,NA,915648,NA,NA,NA,NA,NA,NA,NA,NA,1473728,NA,NA,NA,NA,NA,NA,NA,NA,NA,212058112,NA,7821824,NA,29813760,3839488,3398912,NA,NA,NA,10153984
"62A",6156032,2340608,7101440,NA,31766528,1134336,NA,NA,1463296,NA,17249280,26418176,13315072,4791552,NA,NA,21389312,NA,NA,NA,7183360,NA,NA,4318208,NA,NA,85815296,NA,68980736,NA,2270208,7149824,NA,1299200,6693376,3176960,NA,NA,2310656,8358656,NA,5612288,9023488,119140352,3134976,NA,782499840,NA,NA,2326272,NA,NA,NA,548800,4872704,NA,NA,NA,8325632,NA,358334464,18453504,NA,238829568,45088768,NA,NA,4425472,NA,10508288,49442816,NA,NA,563347456,28616704,NA,3772416,NA,NA,NA,3862272,NA,2002688,13119488,12141568,NA,2830848,NA,1709760,44494848,NA,3724032,22843392,NA,33332224,NA,20840448,NA,10871808,6081024,4824064,188497920,21911552,854196224,NA,NA,1850944,5204736,NA,NA,1311232,NA,NA,25361408,NA,NA,NA,25191424,NA,2342912,NA,NA,4865024,NA,87158784,NA,NA,2012544,NA,NA,8385536,2269904896,1062731776,20154368,NA,NA,NA,2461952,3623424,NA,NA,NA,NA,4731904,NA,NA,NA,NA,NA,NA,NA,3249408,NA,NA,NA,NA,NA,NA,NA,NA,NA,2723840,NA,938048,NA,NA,982646784,NA,16088064,1556864,67866624,1842240,3808000,1989440,NA,NA,3962624
"64A",NA,NA,6862080,NA,16412672,NA,NA,NA,NA,NA,83464192,11892736,45211648,2419456,NA,NA,9159680,NA,NA,NA,NA,27473920,NA,NA,NA,NA,46514176,NA,21862400,NA,1685888,NA,NA,NA,5799680,NA,1914624,NA,NA,2889984,NA,NA,5320960,12473344,NA,NA,145604608,NA,NA,NA,NA,NA,NA,356336,NA,NA,NA,NA,NA,NA,51388416,2581760,NA,37236736,10297344,NA,NA,3793664,25952256,NA,288342016,NA,NA,94212096,NA,NA,9966592,2582784,NA,5115904,NA,NA,429473792,99356672,NA,NA,6570496,NA,5412608,NA,NA,NA,530481152,NA,NA,NA,46817280,9030656,29753344,NA,NA,1117650944,286408704,NA,NA,36421632,NA,NA,NA,26825728,1636352,NA,NA,NA,NA,NA,NA,105906176,1492672,19188736,8199936,NA,5586688,1482432,1431040,NA,NA,NA,NA,NA,3263488,1486159872,603848704,NA,NA,NA,NA,1707200,NA,NA,NA,1873216,NA,NA,NA,1100544,2981376,NA,NA,NA,4608512,NA,NA,NA,NA,NA,11288576,NA,NA,NA,NA,15680512,2773504,1395456,NA,1667456,322912256,22402048,14832640,885184,24984576,3050752,NA,1281664,NA,NA,17697792
"66A",NA,NA,7259392,NA,44404736,NA,NA,NA,NA,NA,97017856,128212992,54243328,3736832,NA,NA,36872192,NA,NA,NA,NA,10698752,NA,NA,NA,NA,32875520,NA,92270592,NA,NA,3301632,NA,1361344,NA,NA,NA,836224,NA,13821952,NA,NA,4191488,109789184,NA,NA,437108736,NA,NA,NA,NA,NA,NA,NA,NA,NA,1201472,NA,NA,NA,211255296,16514048,NA,178159616,39350272,NA,NA,3626496,4175360,NA,11446272,NA,NA,349044736,NA,NA,12493824,NA,NA,NA,NA,NA,891840,13479936,3809024,3571200,2605824,NA,4031232,NA,NA,NA,NA,NA,11951104,NA,15094784,11448320,11488256,4417024,NA,641269760,3942912,NA,NA,NA,1288832,NA,NA,1958656,941952,NA,NA,2593792,NA,NA,NA,121470976,NA,3044864,634624,NA,2005504,NA,35737600,NA,NA,NA,NA,NA,1518656,2442657792,1091305472,NA,NA,NA,NA,3188224,2236672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24704000,NA,NA,NA,NA,NA,1050368,NA,NA,NA,NA,NA,759680,1100160,NA,NA,862650368,NA,11774976,829248,55562240,681984,2556416,2457856,NA,NA,14792704
"72A",141246464,NA,7392512,28584960,NA,2281216,NA,NA,NA,NA,24578048,78303232,32690176,3697408,NA,NA,30729216,NA,NA,13671424,NA,NA,23561216,3662336,NA,3432704,NA,NA,218251264,NA,NA,NA,6856448,NA,3573248,28371968,NA,NA,29526016,13083648,NA,12733440,7192832,24998912,1640512,NA,910950400,NA,NA,NA,NA,NA,4158464,435840,NA,687616,3749376,NA,38703104,10741760,82345984,23154688,NA,29872128,13077504,5037056,NA,1657408,NA,NA,2145024,NA,NA,727252992,2525952,NA,5363456,NA,NA,NA,1459904,NA,NA,2267136,2547456,3783936,NA,12636160,NA,13032448,NA,NA,1236928,NA,NA,6064640,10979328,NA,10763264,1869824,NA,18868224,1047488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20744192,2242816,NA,NA,75878400,NA,2985984,2202624,NA,1543744,422208,NA,NA,NA,NA,NA,2939904,837120,615448576,NA,NA,NA,NA,52240384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4397312,1562752,NA,NA,NA,NA,NA,NA,NA,782208,NA,NA,NA,NA,NA,NA,NA,NA,NA,291471360,NA,80953344,NA,8796160,NA,NA,NA,NA,NA,2824960
"80A",5740544,NA,6290688,NA,33812480,1157440,NA,NA,1146176,NA,72957952,14000128,33718272,2549760,NA,NA,49889280,NA,2083776,NA,5447168,16579584,NA,1430272,NA,NA,158547968,NA,21960704,NA,NA,13087744,NA,1477952,5782528,NA,3770112,NA,NA,14797824,NA,NA,19103744,14344192,872768,NA,199032832,3215360,NA,NA,NA,NA,1467456,NA,86061056,NA,NA,NA,NA,NA,62099456,13660160,NA,44937216,55734272,NA,NA,8506368,NA,2836992,59121664,NA,NA,172228608,NA,NA,9350144,2446848,NA,5487104,946048,NA,NA,29919232,NA,NA,2197504,NA,NA,546880,NA,NA,14071808,NA,103530496,NA,16036864,13363200,8560640,5694208,892736,65458176,46481408,245481472,NA,NA,NA,NA,NA,76767232,NA,NA,NA,5162240,794560,NA,NA,88236032,NA,6828800,1248704,NA,2513664,545920,23048192,NA,NA,NA,NA,NA,1126528,1058013184,306036736,NA,NA,NA,NA,1219008,NA,NA,738624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734848,NA,1187904,NA,NA,390672,NA,NA,NA,NA,126976000,2140672,8727552,NA,45453312,17799168,NA,687424,NA,NA,9948160
"82A",16953344,NA,10771456,NA,12234752,NA,1499392,NA,NA,NA,61071360,NA,30792704,1970624,NA,NA,5616640,NA,NA,NA,NA,8758272,3577856,4711424,NA,NA,4344832,NA,13119488,NA,NA,2076160,NA,690432,NA,4712960,NA,NA,NA,3946240,NA,NA,5103360,NA,1723584,NA,23544832,2770432,NA,NA,NA,NA,NA,NA,10834944,NA,NA,NA,734656,676992,2705664,47661056,NA,NA,7948800,NA,NA,2268160,NA,NA,2700032,3469568,NA,NA,4652288,NA,6352128,NA,NA,NA,753984,NA,850624,NA,1822656,1392704,NA,NA,1678592,NA,1145920,NA,852480,NA,NA,NA,10203136,NA,10093568,1474112,NA,3944192,1622208,NA,NA,3575808,NA,NA,NA,NA,NA,NA,NA,23620608,5053952,NA,NA,52289536,NA,1561792,1622400,NA,1051776,538112,NA,NA,NA,NA,NA,NA,663296,1391132672,NA,NA,NA,NA,NA,632640,NA,NA,484000,NA,NA,NA,NA,NA,NA,2340352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581376,NA,NA,NA,NA,458227712,NA,15734784,NA,26378240,2520320,4396800,NA,5602304,NA,8081664
"84A",NA,NA,10237952,NA,16494592,NA,NA,NA,NA,NA,45457408,9307136,19915776,1585984,NA,NA,15737856,NA,NA,NA,NA,57585664,NA,NA,NA,NA,69185536,NA,23109632,NA,NA,1382592,NA,NA,1899712,NA,NA,NA,NA,5990144,1908608,NA,12061696,15466496,NA,NA,208257024,NA,NA,NA,701568,NA,NA,NA,153419776,NA,NA,NA,NA,NA,70225920,80015360,NA,49758208,29897728,NA,NA,2867200,NA,NA,NA,NA,NA,161054720,NA,NA,5044736,NA,NA,NA,1140992,2525440,8828928,2696448,2869504,1770944,1179712,NA,1426368,NA,NA,NA,7589376,1069568,21997568,NA,14135296,11643904,34443264,2458112,NA,5085440,1650432,147406848,NA,NA,NA,NA,NA,NA,NA,NA,NA,3911168,NA,NA,NA,63467520,NA,5136896,1174016,NA,2860544,1364032,9603072,NA,NA,NA,985088,NA,1400640,2408579072,584777728,NA,NA,NA,NA,1036352,NA,NA,1065344,NA,NA,NA,NA,423760,NA,331200,NA,NA,6788352,NA,NA,NA,NA,NA,1377024,NA,NA,NA,NA,NA,NA,755648,NA,NA,466370560,NA,9316352,NA,25752576,1728384,7017472,1604864,NA,NA,5996544
