"","alpha-ketoisovaleric acid","Vanillylmandelic acid","Uric acid","Tyramine-O-sulfate","Tetrahydrocorticosterone","Tetrahydroaldosterone-3-glucuronide","Tetradecanoyl-CoA","Taurine","Succinic aldehyde","Stearic acid","Sphingosine-1-phosphate","S-Adenosylmethioninamine","prasterone sulfate","PGF2-alpha Ethanolamide","p-Cresol sulfate","Palmitic acid","Oxalosuccinic acid","Oxaloacetate","Oleic Acid","L-Valine","L-Tyrosine","L-Threonine","L-Leucine/isoleucine","Linoleic acid","L-Histidine","L-Glutamine","Lauroyl-CoA","Lactic acid","Indoxylsulfuric acid","Hippuric acid","Hexacosanedioic acid","Heptadecanoic acid","Glycocholic Acid","glycochenodeoxycholate-3-sulfate","glycochenodeoxycholate","Glycerophospho-N-Arachidonoyl Ethanolamine","Glycerophosphocholine","Glycerol triundecanoate","Ethylenethiourea","Dodecanedioic acid","D-myo-Inositol-1,3,4,5-tetraphosphate","D-Glucose 6-phosphate","Creatine","Bilirubin","Arachidonic Acid (peroxide free)","Androsterone sulfate","5-Methyldeoxycytidine","5-Methoxyindoleacetate","5-cis-8-cis-Tetradecadienoyl-CoA","5,6-DHET","4-Hydroxybenzenesulfonic acid","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione","2-Methyl-3-ketovaleric acid","2-methyl-3-hydroxybutyric acid","2-Hydroxyisocaproic acid","2-Hydroxyethinylestradiol","2E-tetradecenoyl-CoA","1-Deoxy-D-xylulose-5-phosphate","16,16-dimethyl-6-keto Prostaglandin E1","Thiamine","Sebacic acid","4,7,10,13-hexadecatetraenoic acid","(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid","10-oxo-nonadecanoic acid?","13,14-dihydro Prostaglandin F1alpha","13Z-Docosenamide","15(S)-HpEDE","17-phenyl trinor-13,14-dihydro Prostaglandin A2","1-Arachidonoyl Glycerol","1-Linoleoylglycerophosphocholine","1-Naphthylamine","1-Phenylethylamine","2,3-Dinor-TXB2","27-Norcholestanehexol?","2-Linoleoyl Glycerol","2-Methylindoline","3-hydroxy-pentadecanoic acid","5b-Cholestane-3a,7a,12a,25-tetrol","5-Methylthioribulose 1-phosphate","8(S)-HETrE","Actinidine","Anandamide (22:6, n-3)","Carboxynorspermidine","Chenodeoxycholic Acid","cis-5-Tetradecenoylcarnitine","Decanoyl-L-carnitine","Dihydrouracil","Dimethylallyltryptophan","Galabiosylceramide (d18:1/12:0)","Glucosylceramide (d18:1/16:0)","Guanine","Hydrouracil","L-Arginine","L-Asparagine","Lithocholic acid","N,N-Dimethyltryptamine","Palmitic amide","PC(14:0)","PC(15:0)","PC(16:0)","PC(9:0)","Phosphocholine","Phosphonoacetaldehyde","Phosphorylcholine","Pregnenolone sulfate","Pyridoxamine-5'-Phosphate","Stearamide","Taurochenodeoxycholate-3-sulfate","Testosterone enanthate?","Tetrahydrodeoxycorticosterone","Ubiquinone 8","Urobilin","alpha-Tocopherol","alpha-Tocotrienol"
"A0011",9813.976,28804.2418,168943.655,65230.6432,7369.3181,2673.3509,5106.8806,36904.4283,6958.0632,67487.7797,13813.3967,9921.4763,291770.6058,19000.9595,1232951.733,11537.5247,62336.7884,13406.0603,16746.6614,7456.4784,4676.7634,5213.0096,6021.6791,22748.7526,20477.4095,36214.4833,5379.6084,84275.5737,72944.3434,5258.1517,96058.6683,25211.4146,30206.6003,17509.2018,28744.606,8820.2852,19786.431,6270.4198,10588.7154,8653.5464,27366.3175,48655.1792,18072.3939,6856.3998,7398.6812,60898.5442,25582.8617,10500.822,4027.231,8884.3069,33365.6341,10698.9711,248406.9127,25917.1985,7894.934,56377.2426,5188.0677,5826.9273,5002.5358,41539.139,5482.44,3106.9294,1296.5455,33349.827,6117125.632,564223.5579,13670.4221,5913.738,11638.6539,269773.719,4662.299,674250.1787,3925.2882,356581.5651,38142.2312,41352.077,31146.4012,5522.4309,12716.9468,205088.6929,17537.8265,25619.0192,13630.7837,6143.5233,6101.1038,6944.3578,36817.6614,18906.5781,764694.9514,1514.0103,42116.0965,100287.619,19446.054,1346.9026,409182.2532,13542.9603,5732.6714,8708.8049,4232.4033,845206.0724,321674.2922,314073.6302,40758.7602,7469.9231,10911.9934,5061.101,14970.8505,643.0267,1583.7188,40188.9801,27626.63,2853.7041,2381.3971,0
"K0013",9465.233,24122.1453,98816.6062,92673.5859,8803.1137,1812.3228,3366.6408,20886.1086,7693.9941,59363.6137,14523.358,10964.7704,128668.9385,18289.2848,253561.2663,11809.9256,27570.2631,13238.2295,18962.29,9815.6906,5085.8416,3643.9311,7670.8086,36968.0024,21943.6923,38873.7696,3624.9072,88647.1465,56853.2921,97596.5004,105835.5578,25543.9399,31648.8989,22776.3986,97144.4953,8544.9267,10853.4916,8848.0085,9765.421,12211.9396,22598.634,20216.6245,13955.722,8242.3909,7401.3417,58798.4928,16186.5135,7407.9043,7533.0755,8767.4768,41509.153,19241.0283,194909.4509,17827.829,8032.1829,194980.9849,3533.9509,22818.8813,7925.1499,18891.822,6560.0037,1924.4693,2241.332,6821.019,67469.3053,294253.0774,21022.8674,6879.7035,8102.7005,197874.7565,10528.6381,842613.5655,2204.2084,71605.859,68073.5418,18344.9002,129.0191,2193.4775,8529.6682,2476.2518,17033.0079,0,12717.967,7103.9544,12463.8342,2541.654,24436.9789,12746.0105,435212.9249,2252.6205,113.3985,855.47,19083.783,5817.5984,6475.3604,12104.9643,2956.8725,2954.9527,1232.0964,293444.2886,362782.002,93828.1144,8413.4857,5955.7746,7814.8749,6954.3628,11786.53,3708.702,3769.5097,11197.6585,18644.1812,2725.598,5771.7353,3307.8955
"C0014",7619.8952,21955.1201,105957.1665,84250.1588,8174.9156,2253.2488,5335.9098,19866.0818,8996.6618,73079.8942,11012.4138,10026.3661,103448.5026,18675.7346,368164.6675,12682.857,19172.1607,16623.2428,17390.0029,10065.0939,6299.1187,8271.4909,6658.9095,18465.3946,22881.9971,57824.8644,8455.0448,75948.4646,76780.2536,4504.0986,90944.0034,18114.6568,32293.4021,9744.9756,46794.6566,8712.5124,10115.3379,4331.6951,11079.3268,13743.2381,26253.2582,9499.2705,9547.0897,8483.6637,5310.8913,21536.6874,16668.8302,7493.6583,3535.9451,5474.8925,144069.2762,10784.7427,164735.736,17878.8802,5791.1664,96206.3848,5381.9212,2947.6183,6571.8349,45298.0924,11660.1357,765.5429,1506.8291,6154.4491,55999.2183,105717.3404,7768.9987,3515.2106,3152.8201,41328.9664,9120.1366,818397.8576,143.4732,43623.364,29060.5619,20644.0659,0,665.3465,3112.4286,1261.8396,18029.4488,114.1249,13473.4384,5331.7835,4407.1801,1087.8508,11240.1596,11051.6872,736501.1994,1324.4667,0,112.2386,18983.6846,838.3335,5391.1536,13545.1045,1828.0868,1670.6754,0,89253.5215,317672.1479,129071.4987,12751.1663,5674.8578,3128.7137,6633.7788,5304.1545,883.1229,1184.7391,5311.0598,19583.5467,658.6223,374.6199,0
"K0016",10092.9057,27996.9504,144290.7452,65876.9042,14932.4104,3370.2813,4477.1848,28769.5518,7762.9835,49632.6243,15490.9182,35143.7111,529705.9143,16329.6896,1233024.903,13958.5419,61429.6458,12939.2459,32531.6592,7461.8697,4919.4892,6614.6889,8490.7375,57319.9644,20950.5768,45687.2846,4244.42,69947.5537,19639.6089,17034.1358,119891.3481,26837.0391,33237.8179,29008.366,114482.5528,10266.6451,21679.5733,11457.4738,11627.1601,19266.9784,25764.8571,42609.4713,17369.4791,16691.6099,13260.3738,213410.4204,33054.5626,10804.5683,10349.9713,9804.2798,44015.6257,29379.5175,231685.5477,27869.2827,12514.0979,112785.0263,3860.2054,10091.697,16949.216,52028.6362,16776.4858,11880.1935,5326.2772,18192.6579,248354.9341,177440.3393,70101.5925,28087.1403,46313.0642,1177302.037,4414.381,641598.5971,3046.0131,601826.6584,243616.4054,41801.8806,956.3355,14907.6874,18248.8024,12502.6372,16749.4863,318.1335,12763.3239,10621.602,44529.1377,47542.2413,60048.9235,14623.1671,524505.2329,11389.7382,3708.9154,4734.3016,19288.6721,15755.3208,14826.4484,12856.7174,6056.6135,11236.9347,10036.1126,1678312.69,2009515.89,101252.5,13106.8178,7120.6902,20787.3342,3877.7826,38842.2369,17751.2055,13060.4336,50568.1006,23202.9431,41334.7419,17542.232,18099.5681
"K0017",14721.691,33838.734,146899.299,67895.134,13300.704,4548.505,4847.096,18171.439,7285.387,55251.478,10588.257,13562.432,342063.912,10591.13,1206055.452,15663.676,54190.214,14782.971,19887.356,9820.691,5518.55,1442.096,6118.036,30145.374,17667.955,54484.631,2649.228,96088.923,97816.228,10781.625,59219.013,26754.86,29398.879,33888.122,87684.551,5838.875,10557.962,12736.995,11395.886,8668.028,25182.264,19302.054,24882.804,21421.977,13463.66,60072.049,17777.717,8266.138,13990.305,10448.375,112093.4,14488.298,336333.806,42358.709,11384.438,65694.223,5278.18,15529.133,11080.324,30045.484,8036.932,13375.71,3677.414,25968.552,2725528.063,791613.792,78803.436,50787.192,21587.988,2185564.507,8883.019,429187.58,7350.558,332385.573,240566.992,63208.718,13127.529,31204.813,24094.313,109513.542,17755.331,17256.906,13894.633,9519.093,45750.678,7344.038,80005.662,16114.889,543600.943,13673.452,29467.915,51426.849,18112.022,21852.795,172612.209,13201.944,11084.103,19373.956,14506.546,2858213.141,249438.291,419711.558,66499.743,11109.917,26230.216,8151.403,65529.707,10173.5,12697.41,25617.08,43336.902,32428.41,62255.639,30417.588
"K0018",8667.4191,20967.929,177099.4774,71793.7904,10366.8914,2623.4835,212.0567,26253.327,6863.5551,71683.3621,16216.7771,13787.6418,373603.012,21387.4233,305689.0683,11393.3375,27201.0116,178134.9613,21305.7272,12437.3605,5435.3624,9486.254,10281.9301,30678.3694,22335.3456,51664.9927,195.3552,84819.1436,75260.7403,29259.9876,148379.2013,23429.4803,31590.6853,22073.7925,75643.929,12575.4474,10286.6842,9148.1343,10396.2585,13924.851,23623.4776,36986.338,10580.5762,6047.1702,7803.7501,78298.8116,23667.3442,9656.571,7902.2618,7877.7316,175055.9965,16562.9615,163102.8188,26233.0313,6615.5253,110499.4896,0,8962.816,12722.5043,12834.6771,9220.943,19395.4214,10686.2548,24904.5182,2509000.51,246734.9243,80432.9506,35251.2791,53551.942,873628.5796,7775.728,547004.0644,3818.895,651254.1952,279690.2674,57958.7405,11300.3028,6266.9542,16944.3357,77527.8609,17869.1801,13072.7264,12975.0154,44028.0353,47782.5212,29978.8227,56316.5828,24815.8355,35880.7619,11560.6287,10042.0103,34431.4504,19338.516,15516.141,198129.964,11090.2186,7445.9541,12342.5053,5840.3514,1107859.924,293580.8757,35681.4663,5728.83,11117.5506,18473.1508,7966.0852,24781.9947,20394.7865,14583.7292,52871.4074,2069.7606,13832.1132,15083.5655,1784.8472
"A0019",12332.5373,27279.3953,119597.1757,100833.7909,20094.5755,3962.8933,5552.2765,23655.9708,9186.1726,75978.7895,16231.4931,30566.9507,144438.3232,22885.7356,18328.4478,19672.5102,5890.9636,16322.3018,33563.7085,15548.9016,7069.5897,12230.0812,9804.3956,60321.3138,28410.9799,63516.9304,5057.4025,136146.4798,43373.1712,1052.9343,137614.4797,42118.0717,29837.4583,45337.2729,180943.7607,9420.2705,1740.6941,19021.3947,12978.7387,10310.813,22723.686,44660.8036,17473.2672,753.5221,28876.8845,40720.6901,3218.5297,8758.9137,15295.0539,13796.7355,22211.2747,26911.8941,204435.143,39517.2655,7737.8207,104512.0278,5291.3811,13789.0916,13004.4067,18461.0816,8926.3351,22662.5859,17578.9452,29366.2084,236700.1442,221820.358,131974.3363,42605.9567,93101.6794,933904.862,12038.4617,831070.2071,8123.3448,804580.5834,427671.2637,19781.6669,265.1004,28392.5248,22376.7376,4619.622,18136.6838,132.6576,14633.1366,9865.6322,79176.6874,14265.2281,132693.4298,49405.6683,519281.8734,16620.7026,494.5499,2313.9328,19398.5202,22453.9581,10777.4783,14314.1241,8989.6909,30497.369,11280.7985,2740492.681,1694663.567,98281.3796,7377.3539,11401.1743,45691.1885,11018.2353,48476.9216,34523.0353,32981.9088,61221.2339,20356.0906,28050.2374,51665.7297,14988.9413
"A0020",10854.728,40778.539,211914.509,72324.434,13909.749,4503.489,4694.424,23561.216,7372.627,66597.547,17435.866,9932.399,285952.188,17167.339,571826.885,10820.018,44441.335,12471.453,15345.133,15653.553,10056.555,9361.888,15724.396,35831.735,28655.914,51093.259,6945.569,80945.926,77084.075,47437.84,90091.734,25936.075,28962.739,36001.87,90791.26,5860.306,28397.809,13360.832,13521.882,9777.156,20606.427,19523.919,25787.526,14064.054,14230.96,205545.377,51562.216,29038.986,10399.321,10232.435,184519.328,15557.188,371240.65,110565.893,22789.998,94561.107,6329.169,7621.036,32040.08,22879.123,16730.895,17480.185,8866.442,18980.048,2077740.841,175497.324,61831.02,30233.495,36795.719,1307318.421,5190.462,706197.318,3399.464,560518.555,206271.688,30867.966,9356.859,17730.978,14540.505,71049.245,17325.376,10717.381,13803.681,43212.716,38606.611,16837.028,53904.063,10459.638,907583.101,12245.675,14770.859,34048.82,18129.305,10249.658,148003.103,12405.745,5666.828,18066.4,9850.998,1950875.799,206830.678,140358.109,13786.395,8556.538,18801.848,7221.441,23793.557,18456.138,12927.379,64890.491,40825.766,29174.107,19658.961,1053.6
"C0024",8093.9311,26873.3853,101421.192,64417.6296,6894.1622,3692.9144,2095.6256,23969.9981,7389.8481,64979.1193,9507.3702,7684.9859,138790.0899,18739.7672,767047.249,11416.4898,38226.6378,170348.2445,15979.5644,11167.776,6472.198,14486.6131,10631.972,16573.6683,30914.3991,66965.6259,205.0728,100245.4777,104584.323,8025.6857,103205.4757,19245.5465,31993.3434,11320.4203,38577.4108,13656.7916,7940.4349,5248.6311,12389.1777,9446.7737,21151.8302,16375.6614,14494.1132,4055.8152,5283.1485,23610.7167,9394.1892,7913.2828,4607.7141,8108.057,321077.839,10585.4604,198574.1561,23083.7689,7194.3038,169080.2129,550.6627,4466.2565,4641.5499,31036.7621,6714.7251,5450.2551,2961.5279,21274.6099,182328.4418,171068.141,33641.2699,17175.4376,22301.6909,257644.7153,8134.7169,837940.9744,1407.5715,328605.9486,112979.2122,20588.3646,629.7097,20643.5588,11003.2414,6758.8378,19607.092,974.9829,13422.7108,10165.0606,19979.8097,8430.8799,32455.3497,37406.2735,272485.908,4556.4416,2093.9279,3253.0965,19621.9131,5704.058,12302.8361,12250.6104,4234.9222,7311.0688,3593.3036,510922.9147,1198219.628,76366.3121,8009.7488,9430.7363,8983.9833,8481.9796,18736.3342,5947.7749,5618.5825,30326.4643,9518.5267,6900.2427,9407.3196,136.412
"K0025",8748.3594,20556.4938,160275.3672,86381.6491,8444.6396,3416.8169,4764.2705,33635.9715,10617.8093,60852.9787,13342.7408,11416.1706,112679.6631,19142.0059,1170308.192,14042.1333,84540.9093,14176.473,18759.7495,18703.7198,8577.5324,13341.6881,15137.6795,22335.0747,26434.3093,67342.3513,5828.5995,115181.0395,117396.6382,13982.8079,104030.7246,25095.8615,31550.384,34466.6685,98885.5318,10965.2286,20107.623,12256.1663,14348.4323,11308.2598,23708.5018,40715.1463,11952.0912,1743.2222,6113.5336,16264.5444,74907.9791,12297.4597,10981.0968,9111.2633,177986.9781,11801.613,184801.4179,42693.584,9847.9925,226253.834,6469.6624,2113.893,6467.7559,43682.9037,5368.0345,8620.4876,7076.0748,20185.9529,194474.0803,859032.8339,86344.4765,29957.6164,67991.3007,625453.6795,12893.2326,826600.2883,39698.6385,353884.3134,279741.634,21043.9142,133.1925,5778.2282,16394.5222,4120.5438,19629.6441,1160.5613,13055.0525,11641.8221,53494.262,11481.475,65355.4197,25590.4787,579160.61,10729.156,155.6708,1983.3968,19639.2545,14372.8371,8260.0189,12217.5735,7439.0641,25354.5194,14359.1551,1736207.648,1498729.416,107891.5513,9468.7617,13691.9901,22435.3135,12452.4096,45217.9504,10498.3101,15173.7855,56810.4899,24083.7148,25268.7943,21207.2399,17517.5287
"C0027",14539.449,37409.246,205812.176,71766.769,6130.977,5381.906,3164.336,32552.425,7029.676,55922.051,20361.043,7711.424,231507.275,17094.945,379506.963,12791.242,36942.902,15622.343,16200.944,12137.246,7802.608,1829.994,9067.334,16680.471,22558.919,49125.064,1118.647,93241.801,101349.136,18232.218,90402.431,14676.502,35613.292,13782.134,23550.33,11230.067,16449.51,6690.316,13284.942,19792.25,22141.071,48675.338,21837.996,5808.386,3877.018,89560.193,32387.534,21400.337,5094.044,5267.308,88281.938,8628.869,305902.965,35296.768,9911.286,134618.347,3694.649,36995.981,11807.762,22140.282,5732.313,6804.571,3141.905,14806.48,2263357.825,235623.537,25288.295,12452.955,20677.023,443446.844,8603.924,778953.093,2486.608,214090.649,88818.836,23034.936,10500.011,17235.866,5683.153,78156.359,18054.042,10424.267,14959.532,31410.384,15448.508,9889.609,17090.665,22342.237,150686.417,3741.266,14929.208,36658.032,19753.611,7509.917,146254.285,12709.224,5545.444,10936.175,4816.774,638384.364,197263.087,70663.281,8273.689,10164.708,3717.801,9772.822,10901.994,4285.494,3935.289,43520.57,10104.523,11824.937,20363.189,0
"C0029",10215.5154,19794.8288,209744.5987,112284.8102,10028.6301,4270.1258,5932.7513,20251.9229,9452.2764,68962.9928,10519.5875,11403.3304,293431.8238,19784.5789,1196024.4,13624.2142,55426.6229,15435.2966,18149.2785,12062.2664,7408.1079,1283.69,8588.1135,29699.3789,20275.7933,64161.6794,5893.3165,116852.5508,99697.9449,4216.2494,86674.6505,31365.5779,32858.4977,40330.6703,129617.4931,9171.4326,6392.8577,17614.4433,12998.2778,15670.0094,23750.4941,18596.2521,11054.3549,12812.0854,9984.6183,108203.376,23632.1877,10591.3436,13552.8648,11237.6219,133343.4523,15839.5363,156706.0293,32741.9151,11914.8496,137966.1156,6816.3758,6554.7984,4788.9675,29399.9331,11318.5182,10982.7555,8224.2446,24297.8059,147828.577,607026.0855,81421.0708,28656.9809,46390.928,1177201.764,13434.088,748675.652,8250.2328,355970.4694,268045.7428,26079.8568,125.8301,45443.2756,17754.1961,2575.3452,18375.5784,511.7404,13058.6666,11681.5739,45852.6906,8006.4362,94863.1135,27267.5041,524151.7295,12797.6535,115.1117,1127.3417,18656.9928,11554.2826,5893.7268,12510.4306,9514.1514,15388.8386,11360.1362,2068909.497,1412333.977,122743.4818,13150.1411,12820.6058,33139.6019,11391.6012,47588.1716,15909.4793,13204.4386,35675.5612,32838.2358,19780.4672,25560.5948,20947.514
"K0031",7950.8488,17688.8035,142038.8384,66517.1352,20872.8226,6195.3252,3393.0635,26243.9703,7874.1203,58802.0945,13516.3858,49920.9065,219322.6163,21041.6061,336766.4743,23282.1997,37485.4088,14850.4211,48487.449,10615.3748,6596.3952,6325.1434,10975.9987,82218.3572,21124.9965,71544.3932,2838.6738,82143.8723,53142.076,77138.4217,106743.7671,35056.1378,33441.7532,25022.301,100212.7542,10889.0814,55107.393,11225.9915,11141.9345,29141.6799,20660.2467,29464.1555,9336.1003,27254.8716,12548.3844,67978.0151,135048.9518,10062.5449,9446.6505,13055.8354,101788.0995,34617.9481,130766.0483,21145.696,6363.6123,203135.0522,2513.433,14300.0113,5146.1389,23448.8789,10162.756,12111.4993,9138.9222,21450.0589,155145.6208,142422.5608,66675.9625,22206.1256,34586.8514,697947.6016,7840.8315,733405.8461,3802.7381,629804.4885,226256.0857,24714.0075,123.7061,30872.2667,16032.5736,3827.3586,17123.7503,484.2428,11814.7299,14089.2032,40592.1116,27832.1922,69495.6979,21962.0385,147931.4519,9617.8227,274.4613,2574.8357,18007.8766,15542.2118,8351.5132,13351.3483,5211.6571,13330.2545,10848.6252,1334679.05,1146237.737,79044.8956,8635.4615,8705.3157,21133.8443,7615.1825,31613.7063,17857.7199,11147.5487,34606.8819,6634.3038,27565.9355,24308.5775,5149.8274
"A0032",12286.607,30505.388,150050.893,88171.427,7704.768,5513.163,3592.794,32071.925,7740.191,60707.789,13313.343,8568.512,358266.235,15254.355,429434.991,15715.038,23402.37,12476.597,14441.113,15048.171,6123.907,12235.058,13725.628,19276.477,23424.53,58539.644,5163.601,126375.323,64574.296,6904.071,96080.654,30690.528,30204.491,34330.399,117719.427,7875.865,4855.132,12133.659,12370.273,11208.146,21303.682,96335.871,17297.493,8459.258,7977.935,166716.012,16645.196,11852.022,13621.979,11914.731,276199.818,10570.542,243695.126,44509.947,9911.902,121344.08,5691.927,9117.142,15314.413,20687.318,3238.27,17368.492,6014.456,32730.991,2853040.302,434317.224,110136.299,67781.176,53606.979,1676554.963,12274.249,788283.736,7432.084,469580.928,332956.178,39277.809,12769.38,4825.165,30255.537,98954.454,21595.613,13561.74,14837.345,12426.174,59516.764,9104.967,109655.868,17606.042,573493.728,19775.161,24698.343,51940.545,20530.84,31143.434,194684.155,13986.918,11638.125,28941.441,17453.326,2782925.276,180933.661,250646.719,31708.251,13055.876,33644.281,8571.272,67631.093,15693.989,17173.106,47066.299,21507.037,20119.432,38632.266,22143.215
"C0033",14246.965,33231.206,154681.914,89968.579,12372.285,5469.871,4723.974,15261.238,9428.192,45320.101,10193.701,17124.391,171633.043,11589.332,52419.855,19177.054,6201.427,13641.799,28371.789,14419.909,6396.042,1540.73,13140.343,44503.6,23621.169,46318.839,5364.776,106483.618,28845.815,3812.968,82071.543,22490.763,33321.872,23889.259,63714.119,10539.757,4434.962,9583.756,14063.993,11315.078,21765.249,37273.824,17514.969,3764.2,7936.696,53697.178,21696.831,9212.536,11236.066,8498.782,71047.361,20669.077,249187.992,58264.141,9348.815,82452.542,3336.31,9833.505,13464.003,3862.207,6117.156,10556.164,3301.719,19792.522,3082220.573,311741.776,68424.108,42352.49,65809.066,1701724.264,6504.929,730017.549,3539.424,422857.819,214788.993,46867.037,14494.706,16159.899,19304.405,119563.321,20846.446,13447.364,14174.429,12345.48,38590.242,10661.843,55543.204,28901.238,620425.638,10264.387,37949.073,59133.687,20086.894,15831.92,188438.333,15226.079,10111.492,29153.797,9166.966,2123827.537,201332.072,194191.305,25758.375,8724.57,17782.472,5390.753,53315.174,7167.184,10869.837,41537.305,9827.583,31788.571,95065.12,17239.809
"K0034",11382.2018,28071.9911,129151.8041,75721.2418,12737.3797,1946.7287,4316.1167,27542.5666,8660.6827,75037.4757,11599.971,12539.7821,186961.1621,17260.4042,806404.8456,12572.7555,42156.0454,14493.6326,24005.4195,13401.4848,6490.248,11181.0089,14125.9101,44536.4774,23161.1445,59316.2313,982.1316,89160.8063,89516.4695,2394.2608,114101.6719,30384.0173,32348.3797,42281.5589,54976.786,7262.2138,23845.3215,15569.7558,11325.1367,8233.3623,22466.4891,26870.8601,18121.6272,4189.1572,21186.3078,29978.6022,68349.4881,10676.6736,14870.2401,9448.3553,345844.6417,20960.6051,253035.2079,30917.9548,9823.3783,48023.9894,4149.4017,8012.3592,3654.9722,29989.4122,32382.1254,5274.607,2388.6154,34546.9187,2469641.244,305944.1406,63307.8692,29223.1654,34610.7318,1862272.775,7262.811,571624.907,9669.7289,354791.9879,191509.2808,49731.2667,11478.0994,20567.267,18880.6524,97604.083,20015.9044,14065.3233,14177.4377,7631.2638,35034.8003,23766.5486,50560.6152,39851.627,643355.1386,6382.3923,29577.9705,44967.7204,19272.1814,20034.4563,149531.2051,13136.2532,11388.6901,21437.4261,22011.1599,4041112.436,189968.8232,352399.1308,52018.1915,10389.4805,13745.8979,7881.7552,80088.4422,4503.0963,8588.7636,38594.2089,33061.5889,45954.3962,62703.2885,25912.7428
"C0035",8023.353,20824.912,128536.545,75441.702,8671.442,5057.824,4938.303,12470.929,6706.632,51447.035,8147.683,13277.373,280256.966,13268.169,480288.115,13602.942,22416.877,13870.753,16798.46,10939.733,4862.31,3865.012,9319.901,25526.496,16140.669,51844.162,7039.942,112682.414,68061.805,12006.101,94001.532,34039.658,31678.448,32816.348,145252.294,7360.63,16575.357,12028.933,10642.983,14337.553,20997.391,29942.735,12043.664,4430.021,6108.595,123948.886,20220.608,6889.282,13015.533,12040.651,74872.772,11906.783,155617.986,24956.469,6790.743,48313.422,6731.146,5699.079,13974.904,20020.22,10649.613,16773.717,5275.757,29567.507,2680035.676,367473.271,139913.725,78979.774,47722.833,1836960.074,7479.905,820595.063,5037.961,538279.304,431376.121,32160.486,11548.647,16318.489,30202.374,101318.447,20677.144,14356.114,13962.098,11167.493,78531.261,14766.796,133018.679,34974.493,1096056.342,21001.24,29106.141,50321.36,20537.565,32341.54,177694.667,14122.956,14863.338,21467.415,14450.296,2690586.039,253706.522,239739.121,26794.839,9061.694,43908.423,7604.425,87077.526,18567.215,20915.322,44180.969,24358.256,28046.865,68560.684,32764.294
"C0037",9277.927,17627.272,120310.986,83863.111,10208.52,4217.446,4306.077,23372.531,6118.998,51080.403,13643.938,16328.388,297616.692,11576.5,295808.147,22128.477,16644.879,12797.075,19206.038,7330.602,4271.164,3250.053,5691.833,19264.237,16861.054,41717.966,5244.964,81588.213,87806.049,4678.526,85177.48,34549.411,31894.358,23355.25,108157.413,7244.235,6570,8369.426,11944.197,11572.429,25565.488,34286.192,9665.96,6051.371,8270.211,72503.845,8499.83,7559.256,9100.449,12238.817,192803.176,10175.433,134462.075,23774.45,5718.852,61847.875,3914.781,6888.684,12276.641,18631.385,3913.979,16363.15,5572.205,26774.075,3184101.936,391368.894,116221.368,67872.245,29379,1198950.64,10138.322,805917.936,6867.863,443207.295,345950.537,33929.367,14435.147,30444.586,26386.357,116239.995,20683.873,14242.878,15584.516,14312.343,67579.392,6675.945,105485.566,27694.425,763018.294,17860.115,26207.43,55502.952,21180.536,24275.689,225021.439,15359.414,15066.841,17241.859,11350.946,1793123.349,227486.635,244868.398,26981.222,10153.264,34167.644,6857.878,78787.995,13723.632,18610.855,24064.433,26482.781,16085.35,68289.744,27592.728
"K0038",9315.2903,22830.1567,121087.8141,81204.1088,9843.3554,3074.2272,3078.2937,23667.1495,8501.0415,44437.0148,10936.6712,15256.4782,259128.59,12185.712,628576.5916,17100.7874,39574.8105,14423.5571,24175.9101,14624.7037,6627.8722,14085.4129,10642.8279,32024.7221,21930.8066,58809.4547,5430.0132,107998.3474,97762.2341,82634.7255,98505.6444,26968.051,31526.8273,22757.6719,97574.2042,9774.5782,43823.4381,9050.1037,13930.7564,12138.9206,20755.7791,36318.8566,12861.1759,2505.6987,8054.5572,108430.0758,72832.3851,17768.1612,10319.6538,9240.2646,52703.4774,13871.0902,172943.9759,33286.5418,10026.6953,66731.1636,5173.7481,28060.0794,13787.8427,29263.7932,10266.8398,15226.5113,4985.6499,26024.7633,3370443.474,327037.502,81821.7574,53030.5175,43474.2927,1200466.96,9922.926,334984.3703,5322.5391,528285.9335,263597.49,77333.1348,14823.421,13853.5471,24588.7864,124416.9503,21608.5352,15586.2981,13608.5906,8783.9079,46309.5523,8541.1313,80880.5288,25357.5765,189654.8421,12638.9076,37155.8568,61293.6555,21487.8809,18202.0821,199881.8113,14341.0079,11723.5119,13119.1846,8786.1696,1633439.148,269646.2571,98010.992,18740.0375,11760.8631,27835.6745,7810.0442,66663.8149,9111.1007,12526.8551,29933.6483,765.9916,18276.244,16218.8358,20306.6175
